var_0000,var_0001,var_0002,var_0003,var_0004,var_0005,var_0006,var_0007,var_0008,var_0009,var_0010,var_0011,var_0012,var_0013,var_0014,var_0015,var_0016,var_0017,var_0018,var_0019,var_0020,var_0021,var_0022,is_anomaly,subspaces
0.0,0.04654532558345701,0.0,0.9977924844156738,0.8861006045323764,1.0,1.0,0.0,0.8871155206462488,1.0,1.0,0.5370656253303132,0.01247329126322828,0.007286612358969517,0.0008464155842846508,0.0009409081478573435,0.0005409024560614314,0.35834371922730635,0.7568697467167492,0.5930099530659652,0.2228220138243696,0.0015330476692733655,0.00018302063698197318,1,[6 22]; [6 16 22]; [6 15 16 22]; 
0.0008305647840531563,0.5181265342593048,0.020800811380555426,0.9982400723063608,0.6515210293214366,0.998986259004398,0.9388638587916694,0.9860406646761906,0.6732849137625004,0.5167968352441933,0.7950927715865056,0.6223386487396646,0.012702384388825459,0.006508593849137257,0.0014094544756995224,0.0007157248759417922,0.0005143314233158632,0.3868341179359397,0.8255253813517366,0.5490459340851641,0.20824026876974447,0.001423523451375143,0.00020809904620094463,1,[6 16]; [6 15 22]; [6 15 21 22]; 
0.0016611295681063125,0.2374058716569969,0.03336687751566714,0.99843340357664,0.6081369411308312,0.9988458712772168,0.9402061765112956,0.9712712220552809,0.544793800471749,0.23942050276783386,0.6132365239605891,0.6226332182123171,0.009361139135908974,0.007404875613867557,0.0015396017508102447,0.0006785524371389826,0.000658945992012864,0.3713679256029655,0.4267840660004287,0.3507710100865643,0.20987554498947508,0.0013651321297177925,0.000300058171090912,1,[0 1]; [0 1 22]; [0 1 6 22]; 
0.0024916943521594683,0.6409110303398283,0.03582962716823312,0.9980366514876524,0.566781430834384,0.9984675504794897,0.941018090776846,0.9644970843278848,0.3946295823943495,0.19914597613158164,0.5814366000852073,0.323714762996328,0.008272510304393485,0.005223776361485311,0.0010813371406284695,0.0006461179510449844,0.0005575477709456888,0.3080872431969933,0.6107036859065056,0.3149977503456756,0.18562519702033614,0.0014234326249910696,0.0005647565396961711,0,-
0.003322259136212625,0.31124539921514804,0.02897577996136352,0.9980773201290121,0.6101655190249895,0.9987039953409133,0.9411783159422992,0.9216900185954784,0.5863742384041527,0.2878617985831169,0.5141886974569836,0.5211688540869472,0.010158733567668029,0.007536365107232191,0.0012436016278245929,0.0008122318922325992,0.00034346520876661944,0.3219607442741167,0.269384838741014,0.1921439452533796,0.38666785146567056,0.00168805756564961,0.00033271896570957765,1,[0 7]; [0 7 22]; [0 7 15 22]; 
0.004152823920265781,0.5236793331883447,0.025982869194478148,0.9976195650779852,0.6101655190249895,0.9985148574906728,0.9407364113960228,0.9920085039292218,0.3219739302158633,0.3685967016093704,0.18224341327701088,0.433490432011536,0.006737022995232378,0.0074249599019094266,0.0018323931722457121,0.0005593822605050953,0.00032527602162348577,0.3099275926693168,0.2345927420293632,0.08540258724913527,0.1511516216316531,0.001751878995078649,0.0004427957660513241,1,[0 10]; [0 5 10]; [0 5 10 21]; 
0.0049833887043189366,0.8208138837033838,0.023605666228409795,0.9980874872893518,0.7023728703973103,0.9991842810121248,0.9405430623536504,0.9924154619891392,0.5040955909615632,0.4482182761107841,0.4658918991937641,0.5493292722667227,0.006483809649960068,0.008181522513784761,0.002041266400702666,0.0007283212902006595,0.00010400619662617204,0.165988384112409,0.6071656056535621,0.14406294081366589,0.4993329080834755,0.001519655668273934,0.0005692124990626286,1,[18 20]; [0 17 20]; [0 16 17 20]; 
0.005813953488372093,0.5071191545079241,0.02623510551605789,0.9980926096754772,0.6847460640739663,0.9990926434080024,0.9403883999766874,0.9886252438882588,0.5312001199094368,0.3311063812840448,0.2887813172175952,0.23073923176946884,0.00789038702114418,0.008089744393198848,0.0022315001588664282,0.0007025095525761164,0.00043859922466523284,0.5281895804661375,0.5782667813470631,0.3698243552606605,0.10730485814442396,0.0015648952421843411,0.0006712617615731619,1,[0 11]; [0 11 17]; [0 11 16 17]; 
0.006644518272425249,0.5901186206861364,0.033029094507589785,0.9986368243953484,0.5945753725794459,0.9988576867557009,0.940556885040202,0.9694355159901886,0.6020900004470308,0.28758390895132063,0.6629214996626732,0.6126983032465699,0.008949230704480029,0.008784660759447565,0.0014168111183674688,0.0006921494912916242,0.00035638695814374933,0.2688374239832723,0.5545246306929398,0.4318623024112045,0.3791676163955631,0.0012935421624594126,0.00036885649205374696,0,-
0.007475083056478407,0.4790186671802921,0.02838151999519748,0.9982248603718064,0.6589807002230628,0.9990187741188528,0.9409960081922332,0.9696237597292072,0.5847465203911782,0.4076649748439084,0.5048909489830359,0.4036300394931772,0.004921895730592568,0.008478759091011466,0.0018577347113488039,0.0006255451877871452,0.0002148453259065242,0.5845337232860321,0.03336732903472435,0.2055006462792921,0.26079530493544545,0.0018332417939303047,0.000469255155198221,1,[5 21]; [0 17 18]; [0 17 18 21]; 
0.008305647840531562,0.6516090868330975,0.025640845549891846,0.9979196127258776,0.7023728703973103,0.999113343043973,0.9406977247306136,0.986881682034717,0.523671595400316,0.36831881197757416,0.5706536903313653,0.3114205703548488,0.006860343009274984,0.008702026704962016,0.0018937463390692247,0.0006227783412926483,0.0001998053631647069,0.2901081848720067,0.4309695609127712,0.33937557551480385,0.3712905219557179,0.00146612574149107,0.0007063822356248522,0,-
0.009136212624584718,0.794937047933625,0.029741133300524806,0.9984842393783394,0.6284712119742669,0.9989714671076696,0.9405209797690376,0.9542282052479352,0.4486453652110117,0.4356902327104417,0.575076461367526,0.5255374947773649,0.005806599636707447,0.005597714236025306,0.0012560136818555987,0.0006408207346648277,0.0004164586659087761,0.4667492475324888,0.2989771878410953,0.15395569644025206,0.35354575300926955,0.0016730479816830493,0.0005988183036524041,0,-
0.009966777408637871,0.6278806127024075,0.02666267584714181,0.9987741974778029,0.6257637474541752,0.9990778515112742,0.9407833579594932,0.9792896728715684,0.4995726911516828,0.4987012642208249,0.3681352662879935,0.6478101375751337,0.0036848516059477493,0.007672883836952027,0.0015215957796761615,0.0007479228854269533,0.000432752069058081,0.3424172285737671,0.6878979526263347,0.4009381942083045,0.3100575765106571,0.0014844466458216125,0.0004947153906523972,0,-
0.01079734219269103,0.6283007183315167,0.03160954143622265,0.9985452423403788,0.6108444056509229,0.99890643687876,0.9405845304133048,0.980583793642379,0.406678377120438,0.3363960192752745,0.4653750368981181,0.4428011258360564,0.0055403834158203385,0.00516258731916371,0.0017571294459324065,0.0007312354960063012,0.000252034132865809,0.2545390646029326,0.2291111976531332,0.3268853974075712,0.17445746637144582,0.001601880095111428,0.0003485270090163972,0,-
0.011627906976744186,0.5572636435473574,0.036282804419774856,0.998667325876368,0.5694888953544758,0.9987453946128544,0.9409048964595372,0.9678841531915828,0.3670004496603881,0.3476239993982008,0.4387729850741099,0.3087821472753609,0.01154112196498773,0.005544297649889014,0.0015533751674830702,0.0006719886323939856,0.00023115054024492953,0.3139268298651339,0.5785257358606359,0.1509308789863399,0.2552691662970821,0.0015410885989218658,0.0004218425247321205,0,-
0.012458471760797342,0.7407047085377684,0.037043835571725116,0.9986164900746688,0.5688100087285424,0.9987187872376416,0.9412059613154022,0.9678687714074607,0.338792806485628,0.30734947276194857,0.5657463849465685,0.5432657985940205,0.00727937895832582,0.005936044681738766,0.0012345247235373967,0.0006336976662484855,0.00021324142812692096,0.15784814965137992,0.3768280628716929,0.1937283257485153,0.2287216381214581,0.0015190958633490175,0.00033165429997384683,0,-
0.0132890365448505,0.6498493882733959,0.03160954143622265,0.9986113676885432,0.6054213946270973,0.99890643687876,0.9412556049884436,0.9772772960288444,0.30126588602818394,0.3221050582107979,0.4030667676017013,0.6696028347624036,0.0075071428362636075,0.00458136217476285,0.0018419871930262421,0.0006040012564977606,0.00029927875705291427,0.25503438103587794,0.39128891033821983,0.30322542981489875,0.16416404764895845,0.0016809601823987374,0.00038083784641110963,0,-
