var_0000, var_0001, var_0002, var_0003, var_0004, var_0005, var_0006, var_0007, var_0008, var_0009, var_0010, var_0011, var_0012, var_0013, var_0014, var_0015, var_0016, var_0017, var_0018, var_0019, var_0020, var_0021, var_0022, var_0023, var_0024, var_0025, var_0026, var_0027, var_0028, var_0029, var_0030, var_0031, var_0032, var_0033, var_0034, var_0035, var_0036, var_0037, var_0038, var_0039, var_0040, var_0041, var_0042, var_0043, var_0044, var_0045, var_0046, var_0047, var_0048, var_0049, var_0050, var_0051, var_0052, var_0053, var_0054, var_0055, var_0056, var_0057, var_0058, var_0059, var_0060, var_0061, var_0062, var_0063, var_0064, var_0065, var_0066, var_0067, var_0068, var_0069, var_0070, var_0071, var_0072, var_0073, var_0074, var_0075, var_0076, var_0077, var_0078, var_0079, var_0080, var_0081, var_0082, var_0083, var_0084, var_0085, var_0086, var_0087, var_0088, var_0089, var_0090, var_0091, var_0092, var_0093, var_0094, var_0095, var_0096, var_0097, var_0098, var_0099, is_anomaly,subspaces
0.955031,0.939441,0.6765100000000001,0.962283,0.575879,0.327121,0.704038,0.00583426,0.45565100000000003,0.013272299999999999,0.265683,0.837008,0.20483400000000002,-0.00458317,0.8601129999999999,0.9366049999999999,0.9523510000000001,0.339525,0.00117496,0.09604069999999999,0.9906590000000001,0.5007159999999999,0.455002,0.013510499999999998,0.661844,0.535461,0.585924,0.00139511,0.669243,0.8172189999999999,0.00978004,0.377782,0.8042729999999999,0.298195,0.5007659999999999,-0.00454023,-0.0189812,0.188639,0.880599,0.00101159,0.025546799999999998,0.386714,0.931567,0.750309,-0.019655799999999998,0.465913,-0.00895386,0.27128800000000003,0.45568500000000006,0.797734,0.5927520000000001,0.013375,-0.000322589,0.20483099999999999,0.65137,0.016421,0.523762,-0.000641791,0.15750699999999998,0.08918739999999999,0.21245999999999998,0.184412,0.0162495,0.429595,0.569459,0.546039,0.29929,0.00830744,0.288025,0.193141,0.458582,0.00326592,0.416347,0.00459353,0.7737430000000001,0.11495699999999999,0.0620995,-0.00192202,0.588072,0.161107,0.0240052,0.419411,0.223782,0.752977,0.00848172,0.196621,0.471711,0.6446770000000001,0.0086654,0.0980776,0.391369,0.976187,0.11665,0.175305,0.00422305,0.525366,0.0632566,0.251317,-0.0120506,0.40959,1,[0 1 2 3 4]; 
0.00426058,0.0387225,0.204751,0.521212,0.305313,0.511942,-0.0145648,0.06592619999999999,0.452772,-0.00862734,0.165803,0.8710629999999999,0.662114,0.00392876,0.397654,0.509262,0.663197,0.21935500000000002,0.473117,0.462269,0.09477000000000001,0.8710209999999999,-0.00978968,0.6464810000000001,0.019225599999999995,0.0575374,0.924206,-0.00985194,0.0989628,0.49235200000000007,0.129964,0.869423,-0.00320458,0.326258,0.23164099999999999,-0.0123939,0.00134357,0.48850699999999997,0.24829099999999998,0.762728,0.24320999999999998,0.00236628,-0.0195764,0.818684,0.619977,0.965578,0.621808,0.549249,0.00672615,-0.0113212,0.7648149999999999,0.33813200000000004,0.46654799999999996,0.00332574,0.06073049999999999,0.872761,0.052047199999999995,0.30514,0.33605,0.623571,0.00811122,0.110351,0.538241,0.210407,-0.00564205,0.435249,0.476311,0.832542,0.0149369,0.312585,0.292094,-0.005414100000000001,0.7886380000000001,-0.010703,0.39418200000000003,0.926658,0.5521659999999999,0.345812,0.013257,0.361982,0.637886,0.788153,0.029827299999999998,0.162123,0.9839049999999999,0.667192,-0.000849409,0.390319,0.06490209999999999,0.153764,0.430704,-0.00217983,0.061137699999999996,0.379218,-0.00422252,0.740286,0.7457699999999999,0.8297209999999999,0.810693,0.7985899999999999,1,[96 97 98 99]; 
0.945198,0.885649,0.6693439999999999,0.632437,0.7824770000000001,0.7463270000000001,0.00938075,0.0126749,0.104289,0.338017,0.43738599999999994,-0.0126567,0.1866,-0.000732608,0.866188,0.48114300000000004,0.745324,0.5160819999999999,0.738471,0.568421,0.44436400000000004,0.010468600000000002,0.215437,0.455512,0.213396,0.461239,0.010489100000000001,0.00153473,0.404534,0.27604,0.24181100000000003,-0.0007385310000000001,0.9348290000000001,0.016422700000000002,0.7402920000000001,0.778296,0.318581,0.960607,0.00374618,0.939736,0.439907,0.0113285,0.167218,0.25963,0.809283,-0.0110428,0.67096,-0.00419762,0.8533069999999999,0.00649662,0.186122,0.13816099999999998,0.0561865,0.549031,0.389031,0.7752560000000001,0.00160623,0.398514,0.00408381,0.747744,0.498483,0.8378450000000001,0.834133,0.934642,0.625211,0.274231,-0.00970196,0.00169003,0.126203,0.00811495,0.8422459999999999,0.778612,0.58812,0.0252205,0.254105,0.130846,0.556904,-0.000136651,0.018096099999999997,0.106385,0.68482,0.592512,0.57362,0.014322999999999999,0.774751,0.00435413,0.0394665,0.991476,0.197921,0.07107260000000001,0.0147251,0.662488,0.232031,0.12691,0.196148,0.00228867,0.49751000000000006,0.69555,0.716248,0.015610200000000001,1,[0 1 2 3 4]; 
0.29998400000000003,0.0698821,0.5889409999999999,-0.00125367,0.8605959999999999,0.10953900000000001,0.98931,-0.010968299999999999,0.07220700000000001,0.444474,0.781293,0.219077,-0.00937944,0.703109,0.00390528,0.254551,0.5973510000000001,0.627414,0.131046,0.415656,0.24380100000000002,-0.00945536,0.294315,0.9579549999999999,0.9438139999999999,0.782822,0.873447,0.513837,0.888884,-0.00288031,0.00443123,0.476332,0.0613578,0.991662,0.000521432,0.476208,0.17772000000000002,0.035232599999999996,0.00595034,0.0262097,0.462649,0.160019,0.011873,0.933768,0.928851,0.0411313,-0.00648092,0.977476,0.37111,0.752179,-0.021272700000000002,0.31494099999999997,-0.0136042,0.425375,0.217743,0.0461523,0.8659309999999999,0.43050600000000006,0.70435,0.015274000000000001,0.227494,0.973657,0.0121833,0.340089,0.6855220000000001,0.028032799999999997,0.552447,0.00766229,0.259388,0.322154,0.943291,-0.00410961,0.00613998,0.348138,0.668096,0.11603800000000002,0.5447,0.626352,-0.00455586,0.608577,0.707326,0.08937669999999999,0.0019075,0.6783779999999999,-0.0163624,0.414893,0.395941,0.11519700000000001,-0.000531597,0.0746384,0.903542,0.42941999999999997,0.0106868,0.688109,0.434508,0.670091,0.631865,0.773073,0.00085613,0.28002,1,[23 24 25 26]; 
0.46580699999999997,0.7648729999999999,0.927609,-0.00226737,0.971817,0.12203699999999999,0.953182,-0.00914656,-0.00957845,0.32255100000000003,0.9286559999999999,0.46435200000000004,0.709229,0.963892,0.295274,0.07645010000000001,0.716445,-0.025940300000000003,0.452733,-0.00106966,0.453796,0.812161,0.690509,-0.010178200000000002,0.317862,0.638131,0.188798,0.733849,0.5478649999999999,-0.00412026,-0.00578005,0.551348,0.8672989999999999,0.648595,0.7461909999999999,0.00234516,0.390771,-0.013903700000000001,0.8632620000000001,0.614557,0.125314,-0.00129833,0.11863599999999999,0.0325011,-0.00178244,0.00241548,0.00597578,0.0701148,0.497601,0.176262,-0.00493114,0.036126599999999995,0.532526,0.942807,0.341746,0.9570540000000001,-0.00712421,0.24969899999999998,0.450981,-0.00134208,0.143191,0.7683180000000001,-0.0162155,0.525266,0.5779810000000001,0.0765442,0.203533,0.0992839,-0.0042213,0.023697,0.395617,0.00987559,0.36198600000000003,-0.0195666,0.238589,0.00191489,0.723696,0.8844110000000001,0.780105,0.00476523,0.29312,0.77784,0.293543,0.49197399999999997,-0.00183915,0.0742362,0.617054,0.168375,0.862942,0.014805700000000001,0.0945518,0.96191,0.570807,0.606997,0.6325069999999999,-0.00424354,0.481025,0.956945,0.668723,0.00503749,0,-
0.818654,0.296742,0.00746644,0.78589,0.278818,0.497777,0.00509324,0.691978,0.638798,0.0258675,-0.00197918,0.462297,0.814207,0.011176299999999998,0.9711420000000001,0.939183,0.772518,0.407748,0.189111,0.9362219999999999,0.0120444,0.309212,0.337486,0.47546400000000005,0.932099,0.00273652,0.0735054,0.447136,0.564908,-0.0053948,0.486907,-0.010167200000000001,0.496039,0.39310900000000004,0.00584855,0.0377153,0.000126234,0.5339079999999999,0.472141,0.00282281,0.08823710000000001,0.9651549999999999,0.8777280000000001,0.0012577,0.644636,0.7003199999999999,0.23331100000000002,-0.000952426,0.928106,0.28781,0.12756800000000001,0.013772,0.35372600000000004,0.0104744,0.801029,0.00286877,0.8118380000000001,0.7919010000000001,0.677599,0.60023,-0.00206267,0.749217,0.487001,0.00334175,0.7638159999999999,0.124965,0.49630799999999997,0.00650258,0.138351,0.26622199999999996,0.46919700000000003,0.0113202,0.571875,-0.015304399999999998,-0.0142567,0.761192,0.38537,0.39363899999999996,0.192074,0.227305,-0.00628995,0.44215,0.191422,0.9766030000000001,0.574275,0.992915,0.242252,0.0218062,0.8050970000000001,-0.000880641,0.16508,0.8787149999999999,0.9993190000000001,0.539604,0.62042,0.597438,0.775896,-0.0157264,0.39796,0.437126,1,[92 93 94 95]; 
0.489655,0.773807,0.394511,0.8841370000000001,-0.00204053,0.551244,0.146272,-0.00422661,0.804769,0.21663600000000002,-0.0164706,0.7235590000000001,0.514692,-0.00214199,0.0784175,0.571581,0.9859459999999999,0.594703,0.9383889999999999,-0.00523401,0.449654,0.954794,0.261965,0.709073,0.819079,0.00132242,0.671301,0.00651061,0.848836,0.20596399999999998,0.278082,-0.000428104,0.143948,0.537177,-0.00256593,0.52136,0.000397015,0.5362439999999999,0.691955,-0.00815738,0.731421,0.07494119999999999,-0.023960299999999997,0.19756600000000002,0.145403,0.174618,-0.0025941,0.652541,0.0166926,-0.0113189,0.572891,0.466085,0.0011066,0.190115,0.291516,0.19206199999999998,0.555819,0.5747800000000001,0.5536220000000001,0.0037494,0.649291,0.000469069,0.056143,0.019029,-0.013108199999999999,0.8125220000000001,0.11900000000000001,0.43207700000000004,-0.00510341,-0.00717639,0.894466,0.37408800000000003,0.00432173,0.6551779999999999,0.309218,0.238062,0.687737,0.00677315,0.664892,-0.0022095,0.553079,0.32514499999999996,0.673094,0.7111930000000001,0.371425,0.328604,-0.012922299999999998,0.136491,0.553075,0.00552249,0.43805200000000005,0.32579,0.579024,0.854716,0.144373,0.00292293,0.0715712,0.00756357,0.59223,0.346437,0,-
0.338237,0.0182648,0.360294,0.793899,0.656313,0.00869488,0.145977,0.575746,0.872317,0.738759,0.673335,-0.021943599999999997,0.252341,0.139099,0.624831,-0.0109107,0.518209,0.671796,0.947699,-0.014034,0.277001,0.403411,0.984809,0.47676499999999994,0.022306299999999998,0.116998,0.640605,0.42099899999999996,0.902011,-0.00445919,0.00501933,0.5440149999999999,0.627746,0.2342,-0.00462559,0.5886170000000001,0.035229699999999996,0.649075,0.00891655,0.0171761,0.289348,0.217189,-0.018218599999999998,0.293376,0.574104,0.116472,0.12645,0.256286,-0.0118752,0.00378503,0.25082,0.8430270000000001,0.416146,-0.00781222,0.27570900000000004,0.775266,0.89765,0.640532,0.0067437,0.249322,0.104271,0.247352,0.765113,-0.0118575,0.114389,0.710489,0.134957,0.24412199999999998,-0.000620585,0.977282,0.32695599999999997,0.0147636,-0.012740600000000001,0.14241900000000002,0.328716,0.5839880000000001,0.0337311,0.172751,0.0114672,0.00124473,0.41743,0.46262600000000004,0.8578129999999999,0.798325,0.326342,0.360151,0.500124,-0.00229467,0.00207762,0.225715,0.12116199999999999,0.5848260000000001,0.42928599999999995,0.648691,0.465729,-0.010794,0.00766537,0.323655,0.779571,0.26902,0,-
0.583154,0.00128647,0.740844,0.520529,0.638521,0.348254,-0.0190347,0.765159,0.888482,-0.010260799999999999,0.57343,0.709716,0.47645200000000004,0.97275,0.00475001,0.728713,0.15301199999999998,0.175037,0.251002,-0.0022843000000000004,0.633576,0.23687399999999997,0.8509120000000001,0.8929309999999999,0.9988360000000001,-0.0220128,0.816425,0.34730300000000003,0.403379,-0.00355067,-0.000351011,0.24231799999999998,0.276463,0.11663399999999999,0.139573,-0.027514499999999997,0.00529732,0.703248,0.62829,0.0220852,0.789945,0.700814,0.8922459999999999,0.0273411,0.00232289,0.725509,0.00169719,0.435503,0.074429,-0.00793361,0.16680599999999998,0.261482,0.570479,0.26649,0.072793,-0.00362867,0.17772000000000002,0.870776,0.674636,-0.0218276,0.449709,0.438194,0.072863,0.000687511,0.531247,0.0469971,0.8770629999999999,0.00132231,0.202328,0.00590485,0.186835,0.46281000000000005,0.885431,-0.000214172,0.00498035,0.227868,0.0025441999999999995,0.14785399999999999,0.48516400000000004,0.699872,0.789064,0.0106309,0.377594,0.886066,0.7366020000000001,0.561906,0.144981,0.0177018,-0.0116281,0.722122,0.556612,0.511419,-0.00329179,0.686128,0.8370049999999999,0.0800922,0.0521871,0.979075,-0.00699896,0.45872700000000005,0,-
0.00716548,0.800104,0.677481,0.782134,0.347308,0.911292,-0.00630057,0.460996,0.491633,0.00040054099999999997,0.971333,0.559383,0.868292,0.145673,0.811276,0.9017959999999999,0.648143,0.0142924,0.41689,-0.0128626,0.5219600000000001,0.258549,0.00334293,0.359281,-0.012068299999999999,0.30696100000000004,0.129421,0.292457,0.00300169,0.037328,0.7275159999999999,-0.00269266,0.572354,0.6250060000000001,0.0076175,0.527542,0.9455520000000001,0.00433256,0.777876,0.19825299999999998,-0.00417353,0.461937,0.165195,-0.0151613,0.672469,0.0701956,0.00531294,0.564187,0.9866469999999999,0.629595,0.014331299999999998,0.779366,-0.0216637,0.479813,0.5378649999999999,0.595762,0.886676,0.882641,-0.011050399999999998,0.160916,0.7697109999999999,0.8869739999999999,0.681401,-0.0119323,0.8317100000000001,0.841619,0.747722,0.895025,0.0103723,0.00420609,0.701932,0.241721,0.7983680000000001,0.00043666099999999997,0.965959,0.6753279999999999,0.096457,0.9805659999999999,-0.0007265110000000001,0.768253,0.0122222,0.783596,0.830428,0.746304,0.387739,0.9113049999999999,-0.000503131,0.901291,0.885051,-0.0127066,0.0941439,0.91804,0.0156322,0.483766,0.660619,0.0399786,0.663801,0.106951,-0.000468345,0.752084,0,-
