var_0000, var_0001, var_0002, var_0003, var_0004, var_0005, var_0006, var_0007, var_0008, var_0009, var_0010, var_0011, var_0012, var_0013, var_0014, var_0015, var_0016, var_0017, var_0018, var_0019, var_0020, var_0021, var_0022, var_0023, var_0024, var_0025, var_0026, var_0027, var_0028, var_0029, var_0030, var_0031, var_0032, var_0033, var_0034, var_0035, var_0036, var_0037, var_0038, var_0039, var_0040, var_0041, var_0042, var_0043, var_0044, var_0045, var_0046, var_0047, var_0048, var_0049, is_anomaly,subspaces
0.140806,0.976784,0.0777165,0.00711002,0.358935,0.347247,0.11430599999999999,0.701963,0.0165298,-0.011966,0.49957700000000005,0.468196,0.365694,0.919119,-0.0237531,0.289277,0.00015125799999999998,0.299917,0.0845884,0.8955110000000001,0.721683,0.00418661,0.769228,0.5913189999999999,0.305008,-0.00887658,0.708087,-0.022385299999999997,0.13278,0.716771,0.845943,0.960255,-0.012940299999999998,0.25666300000000003,0.0161369,0.8090689999999999,0.12996300000000002,0.00252734,0.434489,0.42082200000000003,0.535189,-0.0142168,0.37719,0.378945,0.48678,0.729003,0.9904930000000001,0.00889548,0.24203899999999998,-0.0141468,0,-
0.10443800000000002,0.636882,0.200454,0.7293470000000001,0.00539191,0.457057,0.471963,0.0074223,0.0521957,-0.0114651,0.477441,0.42106400000000005,0.832358,0.00329981,0.297651,0.42892399999999997,0.09135560000000001,0.824782,-0.00399569,0.557759,0.07572260000000001,0.00837654,0.21637699999999999,0.797108,0.5177970000000001,-0.015073,0.8432440000000001,0.00421604,0.655179,0.081497,0.354469,-0.00947998,0.183337,0.089975,0.9511459999999999,-0.00936298,0.154695,0.0448704,0.0112476,0.849507,0.552147,0.32459499999999997,0.7312529999999999,-0.0107473,0.8922059999999999,0.155398,0.367097,0.00184904,0.6305890000000001,0.0100749,0,-
0.871137,0.897658,0.150412,0.638005,-0.00957764,0.465929,-0.00702402,0.0201708,0.0831065,0.00738372,0.361098,0.0792706,0.29232600000000003,0.013103299999999998,0.10446199999999999,0.222898,0.637338,0.216387,0.21120999999999998,0.16453299999999998,-0.00351248,0.00848496,-0.005326600000000001,0.703498,0.0193387,-0.00150136,0.007210600000000001,0.248205,0.219533,-0.00478665,0.8265530000000001,0.0396597,0.90335,0.709342,0.882114,0.8327479999999999,-0.000207829,0.054985,0.108451,0.015669100000000002,0.8431799999999999,0.100457,-0.00143852,0.969024,0.909587,0.43436400000000003,0.0405569,-0.007791199999999999,-0.000650621,0.293572,0,-
0.017787200000000003,0.41439,0.894437,6.67736e-05,0.424403,0.031044099999999998,0.11335899999999999,0.902331,0.010623899999999999,0.863403,0.00605842,0.5629770000000001,0.228198,0.00212637,0.135485,0.328854,-0.000852503,0.694592,0.852576,0.8264819999999999,0.00257267,0.736574,-0.014779800000000001,0.8468549999999999,-0.00195159,0.9308799999999999,-0.0108295,0.0411343,0.16489,-0.00293222,0.839274,0.6929,0.15127000000000002,0.682078,0.0114983,0.463215,0.335646,0.101588,0.45113000000000003,0.851801,0.00936461,0.00620097,0.381242,0.175368,0.5896859999999999,0.9941450000000001,0.26261,0.00137064,-0.00385257,0.029793700000000003,0,-
0.00376787,0.172566,-0.0105792,0.420735,0.813487,0.9353950000000001,0.932255,0.0106292,0.304155,0.0123891,0.11781900000000001,0.411967,0.18703599999999998,0.924084,-0.00265265,0.934659,0.113375,0.589705,0.28421799999999997,0.45964799999999995,-0.0112902,0.397106,0.00152749,0.00955145,0.74705,0.00704739,0.00426595,0.47692399999999996,0.982342,0.11820599999999999,0.8931790000000001,0.831031,-0.0195643,0.00117999,0.9089219999999999,0.418717,0.164125,0.0260259,0.000589914,0.116618,0.704919,0.00985207,0.544285,0.43366099999999996,0.7020930000000001,0.131446,0.00557137,0.900546,0.0316065,-0.010461100000000001,0,-
0.00184265,0.445241,0.729527,0.876137,0.074166,-0.00452779,0.9238370000000001,0.530045,0.146994,0.9637180000000001,0.11377899999999999,-0.00972608,0.309521,0.11227999999999999,-0.00126178,0.42191599999999996,0.309882,-0.00348851,0.808609,0.688103,0.360311,0.5479470000000001,-0.0173923,0.205816,-0.00568725,0.244763,0.0183874,0.0953722,0.885131,-0.00385842,0.22953800000000002,0.774804,0.396863,0.687005,0.14938800000000002,0.00152406,0.0758116,-0.00219509,0.698917,0.0460912,0.198769,-0.000798207,0.9684209999999999,0.989037,0.2291,0.904425,0.317895,-0.030307099999999997,0.47101099999999996,-0.00119783,0,-
0.805856,0.465063,0.753315,-0.0023239999999999997,0.6164229999999999,-0.00408521,0.776238,0.489451,0.511714,0.017421799999999998,0.974842,0.06216169999999999,0.138685,0.0145261,0.11675899999999999,0.950932,0.745534,-0.0226646,0.712064,0.837872,0.906242,0.6231800000000001,0.265804,-0.00578553,0.138422,0.00247033,0.00452823,0.955428,0.83585,0.812076,0.633459,0.00733887,0.9780709999999999,0.326524,0.670787,-0.00262426,0.644374,0.451959,0.643072,0.8592270000000001,0.009430500000000001,0.0442172,-0.0163316,0.31301999999999996,-0.000140798,0.684882,0.39255,0.274308,-0.00401539,0.633379,0,-
0.813966,0.22833299999999998,0.830894,-0.00278879,0.373189,0.622692,0.500634,0.0157625,-0.00767572,0.720486,0.933541,0.122429,0.021108500000000002,0.467897,0.00940069,0.595336,0.908817,0.0156594,0.6801699999999999,0.283035,0.909957,0.781617,0.9324040000000001,-0.012965200000000001,0.38101799999999997,0.00415846,0.115195,-0.019101,0.7313350000000001,0.6256390000000001,0.195487,0.216083,0.00276156,0.541413,0.7241380000000001,0.122012,0.015130200000000002,0.0171625,0.8393790000000001,0.297507,0.699634,0.6271720000000001,-0.00367795,0.348801,0.473274,0.190975,0.0022462,0.9446379999999999,0.778325,0.0121829,0,-
0.9695229999999999,0.150279,0.324228,0.00860077,0.661909,0.119624,-0.010005700000000001,0.44176899999999997,0.92994,-0.00248941,0.343352,0.7263149999999999,0.0457125,0.0228013,0.760048,0.109427,-0.0107898,0.925694,0.694659,0.429787,0.046080199999999995,0.00527795,0.825101,0.20451,0.00664431,0.946917,0.27710799999999997,0.00750348,0.990568,0.826362,0.48643100000000006,0.577593,-0.00133018,0.0765038,0.363578,0.9253620000000001,-0.0145398,0.738888,0.0138284,0.220948,0.266112,-0.00599243,0.8444510000000001,0.116799,0.34177199999999996,0.336107,-0.00672215,0.792354,0.31033499999999997,0.000818885,0,-
0.10783399999999999,0.785536,0.966088,-0.00226595,0.5922609999999999,0.979482,0.8377829999999999,0.137183,0.0009914639999999998,0.606889,0.740108,0.629943,-0.00242767,0.00900999,0.571525,0.37745500000000004,0.543791,0.0124535,0.09194139999999999,0.408074,0.0777424,0.382264,-0.00908457,0.904667,-0.00607538,0.9662370000000001,0.407457,-0.0161786,0.93595,0.0171651,0.0903245,0.49335500000000004,0.432741,0.535564,0.617872,0.589747,0.0144851,-0.00165975,0.358755,0.36440100000000003,0.256983,-0.00951806,0.845425,0.546669,0.946148,0.6928890000000001,-0.00126746,0.310191,0.569983,-0.00909903,0,-
