var_0000, var_0001, var_0002, var_0003, var_0004, var_0005, var_0006, var_0007, var_0008, var_0009, var_0010, var_0011, var_0012, var_0013, var_0014, var_0015, var_0016, var_0017, var_0018, var_0019, var_0020, var_0021, var_0022, var_0023, var_0024, var_0025, var_0026, var_0027, var_0028, var_0029, var_0030, var_0031, var_0032, var_0033, var_0034, var_0035, var_0036, var_0037, var_0038, var_0039, var_0040, var_0041, var_0042, var_0043, var_0044, var_0045, var_0046, var_0047, var_0048, var_0049, var_0050, var_0051, var_0052, var_0053, var_0054, var_0055, var_0056, var_0057, var_0058, var_0059, var_0060, var_0061, var_0062, var_0063, var_0064, var_0065, var_0066, var_0067, var_0068, var_0069, var_0070, var_0071, var_0072, var_0073, var_0074, is_anomaly,subspaces
0.901121,0.017615099999999998,0.271908,0.675229,0.00533602,0.354802,0.0175837,0.23559899999999998,0.0589356,0.012269,0.0816738,-0.00920161,0.804208,0.9597969999999999,0.20208900000000002,0.38137,0.878758,-0.00336875,0.686142,0.00910693,0.575661,0.236975,0.536363,0.034212099999999995,-0.014161700000000001,0.0118007,-0.0239353,0.839817,0.16439,0.150594,0.184326,0.0131011,-0.00776504,0.867093,0.852718,0.15726700000000002,0.475214,0.00544889,0.625359,0.000518783,0.9815389999999999,0.8527319999999999,-0.0293009,-0.00438459,0.48531899999999994,-0.00433181,0.362031,0.1891,-0.00746864,0.503991,0.926643,0.540755,-0.00562183,0.00556469,0.668746,-0.00957593,0.23670700000000003,0.579633,0.0503789,0.901224,0.874735,0.12523499999999999,0.933575,0.00275083,0.548986,0.766888,-0.00395687,0.697497,0.181535,0.9080940000000001,0.024561700000000002,0.575354,0.192501,0.16104200000000002,-0.00324635,0,-
-0.00393619,0.755949,0.35278400000000004,0.00725327,0.796095,0.44043000000000004,0.994324,0.00624856,0.891767,0.611935,0.00053256,-0.00263853,0.940111,0.029736099999999998,0.955058,-0.00203076,0.618459,0.15698399999999998,0.8174020000000001,-0.0008382369999999999,0.284511,0.5385800000000001,0.427675,-0.00407681,0.829993,0.7467,-0.000766225,0.24634499999999998,0.7506079999999999,0.862604,-0.013885900000000001,0.373408,0.178538,0.113629,0.35141999999999995,0.176984,0.0102933,0.247038,0.644316,-0.00507993,0.6696810000000001,-0.0110715,0.423838,0.00827966,0.870761,0.563959,-0.00092477,0.8014680000000001,-0.010175700000000001,0.9053760000000001,0.358082,0.026644,-0.0236118,0.61615,0.778597,-0.00221036,0.706912,0.29028000000000004,0.43992600000000004,0.28563,0.786982,-0.000640582,0.289839,0.44088999999999995,0.0180767,0.64708,-0.00317332,0.227812,0.31895100000000004,0.8999799999999999,0.024266,0.0266248,0.74148,0.0836615,-0.0162707,0,-
-0.00907515,0.412842,0.337696,0.046162199999999994,0.00721987,0.021744299999999998,0.0090488,0.7108,0.00829946,0.00289217,0.83321,0.116881,-0.0006761960000000001,0.0740611,0.0022806,0.784026,0.724144,0.441067,0.010837399999999999,0.463783,0.68658,0.2637,0.194633,0.00630388,0.24788000000000002,0.921811,0.8128890000000001,0.0101495,0.602236,0.13591099999999998,0.552307,0.00569667,0.0625916,0.23873699999999998,0.0224988,0.21533400000000003,0.531829,-0.00528238,0.754818,-0.00321042,0.416209,0.0047427,0.5023350000000001,0.53317,-0.00843992,0.183724,0.7941189999999999,0.00849407,0.194598,0.00669277,0.873294,0.5350739999999999,0.467366,0.000683274,0.10968900000000001,0.47351800000000005,0.602184,0.902225,0.000557899,0.254744,0.683009,0.21568800000000002,0.933449,-0.011593700000000002,0.295767,-0.00829246,0.8,0.5846859999999999,0.685693,0.290653,-0.00453447,0.0641527,0.559363,0.899062,0.00217899,0,-
-0.010391899999999999,0.715151,0.562825,0.0174329,0.183222,0.7095279999999999,0.610342,-0.0109002,0.414287,-0.00369724,0.7365510000000001,-0.00261925,0.8292229999999999,0.171971,0.00154608,0.70423,0.88664,0.441433,0.776687,0.649349,-0.00156736,0.653705,0.9248850000000001,0.9282870000000001,0.578633,0.407837,-0.00947078,0.825816,0.662191,0.729104,-0.012880200000000001,0.9238149999999999,0.702399,0.832842,0.943857,0.0446048,0.684185,0.00540895,0.8088850000000001,-0.0158812,0.00621993,0.717716,0.140189,-0.00344478,0.824264,0.434266,-0.020036,0.9587200000000001,0.624921,0.835642,0.25437600000000005,-0.0348246,-0.00104846,0.0233365,0.7962560000000001,0.0369565,0.191499,0.9435790000000001,0.12108800000000002,0.00386746,0.81114,-0.017231,0.649813,0.149834,0.739809,0.00985708,0.716316,-0.023692500000000002,0.9324100000000001,0.20252,0.716789,0.325728,0.379387,0.449402,-0.00536608,1,[18 19]; 
0.000994773,0.407315,0.598908,-0.00877107,0.136519,0.0658375,0.480854,-0.0129112,0.817912,-0.0111998,0.829202,0.375741,0.00051415,0.717292,0.0639508,0.813454,0.27168600000000004,-0.002305,0.753692,-0.006495900000000001,0.175754,0.922926,-0.00340846,0.6645760000000001,0.891474,-0.013295099999999999,0.190583,0.568645,0.5523859999999999,0.665076,0.67687,0.256017,0.8307540000000001,0.00577789,0.594928,0.27706,0.8520270000000001,-0.0125479,0.257813,0.00806948,0.48742399999999997,-0.00571997,0.0648191,0.609627,-0.00363936,0.643706,0.158467,-0.025673900000000003,0.48947799999999997,0.00296447,0.47556499999999996,0.218335,0.22518600000000003,-0.00391878,0.46601800000000004,0.0868546,0.791485,0.726116,0.7924,0.00830802,0.640911,0.0348266,0.00564135,0.0992605,0.331329,0.399474,-0.015719399999999998,0.151576,0.705263,0.0690547,-0.0139982,0.48281199999999996,0.242096,0.23304899999999998,-0.00537483,0,-
-0.00178949,0.222419,-0.0130136,0.7312930000000001,0.791854,0.380891,0.755379,0.0100573,0.516592,0.11573199999999999,-0.00233969,0.102631,0.0153506,0.625837,0.00739233,0.7577699999999999,0.829499,0.112697,0.010804600000000001,0.842623,-0.0065563,0.342962,0.6356109999999999,0.380319,0.654274,-0.00149049,0.392996,0.0586106,0.596617,0.809569,-0.00175662,0.649574,0.564224,0.0409703,0.161865,0.9184959999999999,-0.0191727,0.153337,0.00665945,0.661263,0.148377,0.00197655,0.9756389999999999,0.00954265,0.2917,0.325959,-0.0030436,0.5029020000000001,0.252979,0.0101318,0.7239760000000001,0.8912909999999999,0.012697100000000001,0.789415,0.788661,0.344523,0.997975,0.29591999999999996,0.08258560000000001,0.00391794,0.520158,0.00841861,0.385515,0.5738840000000001,0.12105199999999999,-0.00805721,0.730783,0.8514209999999999,0.0076828,0.124339,0.8985569999999999,0.781263,0.016772299999999997,0.0333228,0.569531,0,-
-0.00506968,0.271482,0.728139,0.8676379999999999,-0.00705189,0.566467,0.10525999999999999,0.593605,-0.017964700000000004,-0.015211600000000002,0.290785,0.486997,-0.00852977,0.231659,0.00202559,0.27488,0.8852209999999999,0.491936,-0.0100976,0.249219,0.7648689999999999,-0.00590606,0.246525,0.48591599999999996,0.594668,0.990979,0.169141,0.7997449999999999,0.21512199999999998,0.00419539,0.32008600000000004,0.570733,0.702205,0.00315028,0.307506,0.00631185,0.680994,0.6819569999999999,0.0100172,0.832099,0.770077,0.5015649999999999,0.00354246,0.333717,0.00258279,0.837583,0.401924,-0.0089603,0.523975,0.58481,0.028763900000000002,0.7765810000000001,0.249379,-0.017294,0.198521,0.536768,0.45319899999999996,0.179887,0.488746,0.00483935,0.346681,0.13277,0.426762,0.00300104,0.140861,0.744108,-0.00231538,0.8569319999999999,0.204703,0.325777,0.00135186,0.693871,-0.0018566,0.192689,0.0571495,0,-
-0.027264499999999997,0.509007,0.302563,0.8442559999999999,0.309008,0.0163066,0.328439,-0.00839872,0.5044649999999999,-0.021193700000000003,0.8253309999999999,0.00854527,0.42673599999999995,0.466521,-0.0245743,0.832095,0.8216540000000001,0.679542,0.00464222,0.22757600000000003,0.0624457,0.49674700000000005,0.47717200000000004,0.00335198,0.733236,0.48240600000000006,0.819333,0.496648,1.24618e-05,0.020129499999999998,0.603765,-0.0124208,0.742143,0.926364,0.116409,0.49661099999999997,0.7031609999999999,-0.011479999999999999,0.0182213,0.957219,0.00490396,0.719895,0.5697909999999999,0.14413499999999999,0.014599,0.18373399999999998,0.643933,0.0114914,0.931206,-0.014638499999999999,0.753092,0.9496549999999999,-0.011172,0.685355,0.8835049999999999,0.0960021,0.00180019,0.803761,0.630156,0.021613900000000002,0.154798,0.38300300000000004,0.3273,0.329158,-0.00436898,-0.00923197,0.965992,0.46850600000000003,0.709704,0.658957,0.9424969999999999,0.00670485,0.7530859999999999,0.00535442,0.36545900000000003,0,-
0.647795,-0.00463769,0.328889,0.35230300000000003,0.0142126,0.512746,0.10588800000000001,0.0941812,-0.00282781,-0.00055275,0.07767539999999999,-0.012033,0.0991052,0.10159299999999999,-0.00214234,0.433985,0.261236,0.6705800000000001,-0.00111711,0.42235,0.9780540000000001,0.80824,0.19860999999999998,0.00333544,0.548642,0.7100989999999999,0.00875431,0.9711690000000001,0.28873000000000004,0.126496,-0.018813099999999996,0.15342,0.32771,0.593892,0.152563,-0.00093037,0.551825,0.45065299999999997,0.00572267,0.313055,0.8553569999999999,0.365228,-0.009468,0.692341,0.0274127,0.999858,-0.0110715,0.997768,-0.0132486,0.135599,0.648282,0.8261059999999999,0.331371,0.489703,0.014462799999999998,0.381748,0.7478640000000001,-0.015419200000000001,0.780094,0.679634,0.790485,-0.017210800000000002,0.486188,0.598178,0.6471180000000001,0.8175520000000001,0.0170476,0.2613,-0.00800575,0.733135,0.09823539999999999,0.098315,0.862582,-0.012362999999999999,0.249666,0,-
-0.00983899,0.999718,0.601865,0.46239600000000003,0.237724,0.00580133,0.763898,-0.0061423,0.426257,0.97795,-0.00294875,0.013331899999999999,0.465555,0.563193,0.142964,0.7256819999999999,0.6498079999999999,0.016649,0.877708,-0.00531445,0.328005,0.8960520000000001,0.0115955,0.389892,0.263716,0.890424,0.133947,0.267753,-0.00970619,0.286025,0.0113575,0.39145100000000005,0.102458,0.630916,-0.010964100000000001,0.448179,0.8556959999999999,0.5017159999999999,0.883583,-0.00402135,0.908673,0.00570841,0.7524850000000001,0.751042,0.0190106,0.015294299999999999,0.44061000000000006,0.5658989999999999,0.07487669999999999,0.036593900000000006,0.00782027,0.879674,0.9434100000000001,0.929242,0.00263189,0.372095,0.00122653,0.924056,0.46789,0.595855,0.8728360000000001,-0.00122621,0.631555,0.760546,0.197378,0.974147,-0.00818734,0.00660007,0.577511,0.711637,0.918732,0.602815,0.114729,0.000852806,0.753328,0,-
