var_0000, var_0001, var_0002, var_0003, var_0004, var_0005, var_0006, var_0007, var_0008, var_0009, var_0010, var_0011, var_0012, var_0013, var_0014, var_0015, var_0016, var_0017, var_0018, var_0019, var_0020, var_0021, var_0022, var_0023, var_0024, var_0025, var_0026, var_0027, var_0028, var_0029, var_0030, var_0031, var_0032, var_0033, var_0034, var_0035, var_0036, var_0037, var_0038, var_0039, is_anomaly,subspaces
0.127278,0.0357816,-0.00517769,0.5696829999999999,0.996771,-0.00706914,0.597828,0.603006,0.353335,0.355495,0.9971629999999999,0.29015799999999997,0.00122705,0.207159,0.7557020000000001,0.41353900000000005,0.769725,-0.0217126,0.9913190000000001,-0.000261028,0.42208500000000004,0.512011,0.44868100000000005,0.0115829,-0.00391086,0.576207,0.00585325,0.62646,0.00383947,0.83955,0.743884,0.0120429,0.455557,0.121611,0.30472,-0.00369143,0.727641,0.08325980000000001,0.9912639999999999,0.7211380000000001,0,-
-0.00308534,0.0187055,0.9050370000000001,0.305323,0.798851,-0.000371854,0.300349,0.710653,0.344808,0.628946,0.764305,0.349292,0.00463535,0.48215699999999995,0.911934,-0.0104551,0.8899959999999999,0.556215,-0.0119324,0.220604,0.518369,0.45103699999999997,0.9197850000000001,-0.0131583,0.00853331,0.28684899999999997,0.349283,-0.00683747,0.45521999999999996,0.00411566,0.85934,-0.0311045,0.586121,0.061224400000000005,0.8584579999999999,0.164526,0.00910891,0.288851,0.761937,0.9967370000000001,0,-
0.134482,0.567268,0.0137524,0.13658900000000002,0.00586555,0.994582,0.051292399999999995,0.107847,0.00280271,0.6243029999999999,0.197991,0.308559,0.233408,0.00142739,0.817966,0.945528,0.13005999999999998,0.916474,-0.000524319,0.0833591,0.259117,0.011126700000000002,0.44336099999999995,0.41776,0.349329,-0.00328627,-0.00729211,0.841404,0.872849,0.00740011,0.844995,0.8357969999999999,0.441957,0.6040449999999999,-0.019118,0.544208,0.8696229999999999,-0.000295509,0.8552059999999999,0.788145,0,-
-0.0098665,0.6331859999999999,0.6926720000000001,0.596507,0.270198,0.789616,0.6307689999999999,0.000854323,0.8848860000000001,0.099219,0.230496,-0.00849552,0.15801199999999999,0.809127,0.855667,0.0585852,0.8139890000000001,-0.0128591,0.33297899999999997,-0.0116442,0.0710301,-0.0282189,0.9552700000000001,0.110248,-0.011417,0.480876,0.9472209999999999,-0.018781400000000004,0.296683,0.307767,-0.010929600000000001,0.688191,0.7132149999999999,0.00996099,0.49815600000000004,0.0849559,-0.00815001,0.282044,0.842203,0.0346406,0,-
0.13033599999999998,0.745977,-0.011937600000000001,0.374064,0.645314,0.8057880000000001,0.0168738,0.956032,0.619462,0.748758,0.549728,0.913784,0.00345894,0.6937770000000001,0.840008,0.98056,0.010080500000000001,0.894855,0.76169,-0.016134,0.000973974,0.905673,0.45201199999999997,0.914057,-0.0154518,0.17793299999999998,0.191262,0.00609942,0.553838,-0.00203331,0.552724,0.11706300000000001,0.858549,0.370526,-0.019414400000000002,0.464262,0.00150557,0.277415,0.185747,0.787412,0,-
0.00424337,0.128115,0.479987,0.827515,0.130379,0.558941,-0.00789774,0.401044,0.00163537,0.638054,0.029366800000000002,0.288095,0.5446850000000001,0.0225723,0.321367,0.939199,0.108698,-0.011426700000000001,-0.00841099,0.233715,0.37840300000000004,0.828675,0.034319199999999994,-0.00296793,-0.00875431,0.098044,0.11664400000000001,0.013692900000000001,0.35172800000000004,0.0848017,0.00714836,0.513638,0.5297390000000001,0.280483,-0.00809546,0.884287,0.8817159999999999,-0.00802463,0.8493059999999999,0.720774,0,-
0.8700709999999999,0.0009680110000000001,0.6619229999999999,0.659959,0.42285,0.1009,0.9056700000000001,-0.010412600000000001,0.735681,0.961397,-0.00187498,0.630369,0.013529499999999998,0.762586,0.213486,0.497673,0.335431,0.00941555,0.75332,0.00286807,0.8861979999999999,-0.00490261,0.928312,0.8972040000000001,0.559458,0.00293319,0.263,-0.00737192,0.00588211,0.232843,0.9412149999999999,-0.00763853,0.19706600000000002,0.652401,0.16944700000000001,0.39995,0.707277,0.902791,0.17711500000000002,-0.0128943,0,-
0.0109116,0.876832,0.000778472,0.39829699999999996,-0.0136805,0.17369,0.469933,0.70182,-0.00373827,0.471445,0.45495699999999994,0.522579,0.0992821,0.276113,0.20832699999999998,-0.00638393,0.361827,0.837354,-0.00212495,0.8454149999999999,0.90343,0.0177225,0.552048,0.7803859999999999,-0.00220217,0.835794,0.232857,-0.013401,-0.00517965,0.893789,0.516543,0.255143,0.9142459999999999,0.744045,-0.027125200000000002,0.00453567,0.9179870000000001,0.125473,0.0860843,0.35139699999999996,0,-
0.039744999999999996,0.974045,0.0148318,0.858007,0.846342,0.40759,0.318751,0.00503458,0.7107899999999999,0.0106832,0.877295,0.211902,0.740475,0.0373861,0.0735299,0.47696400000000005,0.015231100000000001,0.771192,0.732154,-0.00273989,0.928715,0.00438077,0.232071,0.488983,-0.0149161,0.383944,0.7468640000000001,-0.0164043,0.5284300000000001,-0.00325937,0.336851,0.0108257,0.213815,0.176007,0.0546054,-0.00378081,0.80777,0.669435,0.9668610000000001,0.466233,0,-
0.12653699999999998,-0.0259765,0.529231,0.46842799999999996,-0.00555424,0.780046,0.0499189,0.13026600000000002,-0.025486099999999998,0.916266,0.924816,0.0587591,0.35530300000000004,0.880395,0.643333,0.332723,0.159608,0.00953314,0.671226,0.0108773,0.324356,0.00036072400000000004,0.5009640000000001,0.707241,0.45488599999999996,-0.00606119,-0.00949172,0.429324,0.0152035,-0.00227892,0.609413,0.826816,0.718016,0.0202715,0.00172266,0.260787,0.5775680000000001,0.0026736999999999998,0.536039,0.797654,0,-
