var_0000, var_0001, var_0002, var_0003, var_0004, var_0005, var_0006, var_0007, var_0008, var_0009, var_0010, var_0011, var_0012, var_0013, var_0014, var_0015, var_0016, var_0017, var_0018, var_0019, var_0020, var_0021, var_0022, var_0023, var_0024, var_0025, var_0026, var_0027, var_0028, var_0029, var_0030, var_0031, var_0032, var_0033, var_0034, var_0035, var_0036, var_0037, var_0038, var_0039, var_0040, var_0041, var_0042, var_0043, var_0044, var_0045, var_0046, var_0047, var_0048, var_0049, is_anomaly,subspaces
0.00291262,0.518103,0.5585319999999999,0.329967,0.301195,0.249298,0.8639,0.501458,-0.00440157,0.911249,0.00292526,0.8402350000000001,0.00270841,0.738959,0.375882,0.8089430000000001,0.013024100000000002,0.22319,0.5487270000000001,0.14269600000000002,-0.0008236610000000001,0.493633,0.991408,0.761734,0.806659,0.247376,-0.00869202,0.00481451,0.5908479999999999,0.76303,-0.00933509,0.0541252,0.725175,0.427167,0.0361606,0.013553399999999998,0.5844729999999999,0.00105616,0.9025569999999999,0.156548,0.196323,0.00365786,0.41535299999999997,0.5482,0.461653,-0.00874678,0.547071,0.137025,0.47191700000000003,-0.00792099,0,-
0.641388,-0.00827784,0.584751,0.0184363,0.514862,0.8084859999999999,-0.00851227,0.865825,0.901086,0.0177301,0.303686,0.463801,0.708394,-0.00577979,0.00096354,0.960988,0.529516,0.828766,0.735971,0.00460459,0.11078900000000001,0.14890599999999998,0.568037,-0.00993759,0.604757,0.30524,0.19354100000000002,0.139059,0.00566424,0.375425,0.00169011,0.301554,0.951981,-0.00137819,0.779066,0.9302090000000001,0.00103214,0.62961,0.633908,0.566557,-0.00977413,0.24060700000000002,0.648037,0.618052,0.524609,-0.00604938,0.8221200000000001,0.981722,0.572275,0.00977744,0,-
0.963176,0.0115985,0.22502600000000003,0.838324,0.712575,0.695091,0.625963,-0.017584400000000004,0.10298900000000001,0.96,0.522875,-0.00796067,-0.00694825,0.691311,0.49289099999999997,0.702116,0.380965,-0.00673213,0.320801,0.00504315,0.5271100000000001,0.39350599999999997,0.0966472,0.08325110000000001,0.772915,0.00334143,0.519964,0.004717100000000001,0.374012,0.9183,0.141274,-0.00142395,0.6952189999999999,0.835809,-0.00932115,0.576711,0.239089,-0.00489859,0.576041,-0.0136136,0.5539689999999999,0.238779,0.316052,0.7550939999999999,0.10582000000000001,0.00820031,0.6832020000000001,0.666117,0.166157,-0.00239533,0,-
0.221721,0.114146,0.00109647,0.862958,0.832674,0.5516449999999999,0.570408,0.381317,0.00452346,0.00791821,0.617093,0.755047,0.45503599999999994,-0.00719713,-0.00988915,0.78582,0.247396,0.139902,0.011162799999999999,0.935594,0.781991,0.555856,0.6225,0.493105,0.00140675,0.8028850000000001,0.931069,0.000552744,0.121823,0.385239,0.000504084,0.9666530000000001,0.215047,-0.01924,0.398905,0.518592,0.19378499999999999,-0.00316516,0.334208,0.00977925,0.7212390000000001,0.681933,-0.0175114,0.522465,0.197739,0.802669,0.799842,0.419943,0.51578,0.011727799999999998,0,-
0.27600399999999997,0.000927487,0.22545300000000001,0.304338,0.0141839,0.40836100000000003,0.22956700000000002,0.47135,0.0072339,0.00686862,0.528834,0.526942,0.0596254,-0.013507,0.642891,0.80797,0.807717,0.00733532,0.0327627,0.24213200000000001,0.6271939999999999,0.00659255,0.11444800000000001,0.07456389999999999,0.71759,0.8732280000000001,0.000885742,0.00627082,0.411793,0.305127,-0.000901615,0.600379,0.00536291,0.259186,-0.00323113,0.374529,0.00559897,0.46625,0.827991,0.49053,0.326305,-0.00784009,0.39687,0.470213,0.99545,0.013750799999999999,0.304369,0.987291,0.728743,-0.006626399999999999,0,-
0.219227,0.47026899999999994,0.468004,-0.00539364,0.624614,0.852834,0.6909310000000001,0.66657,0.00398212,0.674385,0.00822812,0.9310299999999999,0.00671603,0.8901030000000001,0.010382899999999999,0.260069,0.933759,0.275258,0.757441,-0.014455899999999999,0.237781,0.6249239999999999,0.15702,0.261827,0.00376417,0.29981599999999997,0.19506099999999998,0.683361,0.588892,-0.00847776,0.00129774,0.8689680000000001,0.8615200000000001,0.0140447,0.683567,0.624598,0.9515600000000001,0.00306639,0.867265,0.0508125,0.01814,0.7460220000000001,0.455769,0.11428900000000002,0.600542,0.00376377,0.0445437,0.14196,0.00256516,0.40429499999999996,0,-
0.697643,0.526347,-0.010876100000000001,0.653646,0.724011,0.819734,0.00687415,0.00265745,0.9519790000000001,0.46941000000000005,0.959059,-0.00778724,0.17219500000000001,-0.00236478,0.693813,0.00219354,0.8657739999999999,0.720043,0.189979,0.258739,0.63959,0.00859228,0.06330980000000001,0.549218,0.438515,0.590599,0.00918032,0.0370993,0.9858309999999999,-0.00503635,0.104526,0.9531139999999999,-0.00466361,0.41229899999999997,0.00762442,0.8394290000000001,-0.00441711,0.831109,0.77128,0.41077299999999994,0.0072402000000000005,-0.016727000000000002,0.754169,0.8606860000000001,0.9666040000000001,0.247036,-0.00222817,0.600472,0.00300753,0.11523,0,-
0.0101052,0.731126,0.8270370000000001,0.159032,0.842749,0.979083,0.00370719,0.9945780000000001,0.237852,-0.00646815,0.74147,0.6322979999999999,0.00580118,0.5117689999999999,0.395296,-0.011965,0.88423,0.44065600000000005,0.732588,-0.00270254,0.150594,0.0815723,0.8672489999999999,-0.0012128,0.926659,0.984928,0.45753599999999994,0.00889743,0.261326,0.112205,0.901968,-0.00014802200000000001,0.34271999999999997,0.00241181,0.43381800000000004,0.16982,0.128925,-0.00874986,0.8650899999999999,-0.00729829,0.0329865,0.9779370000000001,-0.00913977,0.8317899999999999,0.315504,0.67132,0.251053,-0.00753397,0.13850099999999999,0.765718,0,-
0.953124,0.731472,0.9186,0.00404899,0.0685619,0.302933,-0.00975538,0.678277,0.8330040000000001,0.318542,0.00110666,0.9805969999999999,0.183813,-0.012825,0.0083417,0.690769,0.304196,0.44154099999999996,0.09789869999999999,0.91285,0.007694299999999999,0.0636017,0.9551059999999999,-0.00118417,0.776764,0.874693,0.9227479999999999,0.92524,0.00221951,0.154892,0.00463347,0.151561,0.181596,0.803226,-0.0093665,0.211943,0.0134388,0.221962,-0.0032763000000000007,0.932018,0.537143,0.75831,0.147747,0.49858800000000003,0.825151,-0.015725299999999998,0.16791,0.00414766,0.566441,0.41018999999999994,0,-
0.121571,0.86631,0.8612360000000001,0.661538,-0.00271311,0.700995,0.21272,0.48525100000000004,-0.000362166,0.955327,0.22949,-0.00324194,0.00165856,0.643874,0.899251,-0.00625927,0.29494699999999996,0.38182699999999997,0.8946139999999999,0.300598,0.115719,-0.000594975,0.816009,0.20149,0.134011,0.601287,-0.013641499999999999,0.5698340000000001,-0.00769302,0.666674,0.09722739999999999,-0.00970577,0.511234,0.395818,0.681362,-0.00754524,-0.00040532,0.482745,0.21975100000000003,0.00565997,0.299354,0.077084,-0.00773441,0.136129,0.447536,0.9929290000000001,0.526829,0.0996523,0.00249243,0.332443,0,-
0.212631,-0.00827258,0.51354,0.969793,0.678104,0.0696505,0.778539,0.5395409999999999,0.00152481,-0.000464026,0.350453,0.5057119999999999,0.459926,-0.00446547,0.537159,0.354356,-0.00301812,0.9673379999999999,0.129254,0.13775199999999999,0.847086,0.00339303,0.679974,0.817344,0.0229137,0.023900599999999998,0.679982,0.9214950000000001,0.00769159,0.886908,0.584324,0.754085,0.027905799999999998,0.821816,-0.00398696,0.198978,0.22539099999999998,0.00238778,0.551415,0.946787,0.00363355,0.35629299999999997,0.923783,0.00974214,0.27883,0.940367,-0.0029649,-0.00714363,0.5861609999999999,0.396023,0,-
-0.026891,0.44673100000000004,0.0480244,0.606915,0.240394,0.765943,0.342063,0.00751403,0.542207,0.3129,-0.00428607,0.0490501,0.00500005,0.1655,-0.000748128,0.935932,0.574279,0.728723,0.573705,0.0131386,0.889766,0.798768,0.497174,0.38015,-0.00273282,0.8270370000000001,0.43681400000000004,-0.0061122,0.43371899999999997,0.665395,0.0122473,0.122153,0.0754868,0.00704336,0.119575,0.859722,0.0121662,0.00324519,0.121451,0.480861,0.35501,0.00492243,0.612928,0.8824299999999999,0.00198524,0.548762,0.175827,0.9967739999999999,0.00753977,0.775645,0,-
0.188896,0.94284,0.975158,0.12475399999999999,0.00373672,0.756163,0.907207,0.8284540000000001,-0.00494986,-0.013739099999999999,0.057484600000000004,0.711499,-0.00373494,0.594128,-0.00206834,0.500896,0.716426,0.04109380000000001,0.018571999999999998,-0.00207191,0.302906,0.358842,0.29485900000000004,-0.0116853,0.673371,0.996617,0.512375,-0.012852200000000001,0.867442,0.704505,-0.00426856,0.0688778,0.314089,0.27375700000000003,0.626696,0.025984300000000002,0.323411,-0.012988399999999999,-0.0200922,0.956002,0.728757,0.798639,0.73636,0.173074,0.495429,0.5870479999999999,0.00162759,0.812024,0.00214082,0.30995300000000003,0,-
