var_0000, var_0001, var_0002, var_0003, var_0004, var_0005, var_0006, var_0007, var_0008, var_0009,is_anomaly,subspaces
-0.00602447,0.335073,0.138736,0.9413799999999999,0.3071,0.315338,-0.0135921,0.0161659,0.724066,0.0640487,0,-
0.119538,0.340951,0.24909,0.018022999999999997,0.8435590000000001,0.554325,-0.00432549,0.63534,0.0109631,0.519428,0,-
0.644324,0.554892,0.865007,0.00812901,0.00794602,-0.00826775,0.156915,0.300466,0.00123829,0.041291,0,-
0.336845,0.272177,0.00519784,0.742529,0.697911,0.000535311,0.3333,0.259096,-0.00331463,0.371161,0,-
0.435745,0.6917800000000001,0.648908,0.32710700000000004,-0.00285674,0.609974,-0.0174231,0.840319,0.00242594,0.27735,0,-
0.5275489999999999,0.903509,0.9421459999999999,0.00341697,0.889575,0.00469746,0.20215999999999998,0.181393,0.29068299999999997,-0.021364599999999997,0,-
0.00543878,0.785093,0.493159,0.224976,0.964671,0.9334520000000001,-0.000549711,0.529529,0.851201,0.000570789,0,-
0.633996,0.706446,0.14711400000000002,0.013396600000000002,0.590436,0.65136,0.00425267,-0.0121085,0.8800979999999999,0.525016,0,-
0.33021799999999996,0.669148,0.0009490810000000001,0.783551,0.803762,0.0288611,0.800814,0.542917,0.9139950000000001,-0.00551183,0,-
0.287657,0.8988450000000001,0.759085,-0.00988767,0.256421,0.00326648,0.921869,0.00877584,0.219827,0.338508,0,-
0.8434969999999999,0.00625259,0.408588,0.933016,0.62717,-0.00710099,0.593856,0.00185857,0.882818,0.0398364,0,-
0.570404,0.00514232,0.815761,0.8554430000000001,0.487725,0.000735746,0.64605,0.259705,0.7608189999999999,0.00276373,0,-
0.748837,0.305784,0.652513,-0.014224899999999999,0.183944,0.8938020000000001,-0.0123307,0.367483,0.0650081,0.0161776,0,-
0.6568970000000001,0.89917,0.6077779999999999,0.00326171,0.8083,0.526087,0.00662775,0.011478299999999999,0.46761499999999995,0.883236,0,-
0.715583,0.00363241,0.21669899999999997,0.46875900000000004,0.156613,0.8790020000000001,-0.00809121,0.186603,0.0517313,-0.00772565,0,-
0.837513,0.379279,0.632313,0.399371,0.0149185,-0.00514154,0.585939,0.442141,-0.00807032,0.750992,0,-
0.34186,0.0285093,-0.014600799999999999,0.67933,0.8338030000000001,0.894483,0.00419332,0.0133826,0.6392439999999999,0.34723200000000004,0,-
0.8313139999999999,0.11711099999999999,0.000819098,0.870857,0.1009,-0.00664476,0.960312,0.00392383,0.03919280000000001,0.00442213,0,-
0.361363,0.047356,0.117093,0.00215917,0.728206,0.774195,0.00540786,0.720482,0.00496784,0.12160399999999999,0,-
0.114204,0.00512495,0.662454,0.370021,0.286589,0.00496467,0.81699,0.0920129,-0.016937999999999998,0.8330690000000001,0,-
0.202751,0.000879127,0.380265,0.220741,0.762972,0.556234,0.00448891,0.000832085,0.5341739999999999,0.401451,0,-
-0.00462789,0.8044060000000001,0.694048,0.141323,0.642462,-0.00151482,0.6142850000000001,-0.000284992,0.205303,0.472386,0,-
0.957015,0.418971,0.00231896,0.865137,0.208313,0.349066,0.0067295,0.00403765,0.30798000000000003,0.556639,0,-
0.00101907,0.41573699999999997,0.42608900000000005,0.8021159999999999,0.36851799999999996,-0.013834200000000001,0.9709540000000001,0.773935,-0.000858534,0.343876,0,-
0.635538,-0.00630149,0.127408,0.528361,0.647985,0.0438912,0.027372900000000006,0.195688,0.36691399999999996,0.00644685,0,-
0.0780753,0.7238479999999999,-0.017061,0.43881400000000004,0.28533400000000003,-0.021038,0.748616,-0.00274606,0.20039200000000001,0.0787531,0,-
0.568604,0.819766,0.00859845,0.558679,0.159532,0.615429,0.017374,0.572296,0.00238803,0.472386,0,-
0.499493,0.7905439999999999,0.727893,0.00865722,0.641297,0.27474699999999996,-0.00928909,0.00210653,0.19447,0.365977,0,-
0.15201199999999998,0.351578,0.46988599999999997,0.961883,0.00449132,0.438199,0.00346145,0.457779,0.902983,-0.0149396,0,-
0.462422,0.37969899999999995,-0.00352573,0.539959,0.826851,-0.00132601,0.299985,0.206747,0.014733600000000001,0.572448,0,-
0.7571359999999999,-0.006511399999999999,0.43781899999999996,0.690199,0.741023,0.645972,0.00956331,-0.0166433,0.8805950000000001,0.780276,0,-
0.5932850000000001,-0.00203507,0.87677,0.494149,0.846608,0.00959668,0.9949180000000001,0.9399549999999999,0.674121,0.012492200000000002,0,-
0.586673,0.6085430000000001,0.00616896,0.6174350000000001,0.655145,0.013471299999999999,0.933751,-0.014385299999999998,0.989684,0.35866,0,-
-0.0112777,0.571837,0.882394,0.428195,0.679619,-0.00753648,0.323119,0.426831,0.00707414,0.557191,0,-
0.11391400000000002,0.150825,-0.00879296,0.29028400000000004,0.381106,0.0212613,0.012643000000000001,-0.00382574,0.422029,0.8397690000000001,0,-
0.6745,0.3579,-0.0155869,0.927033,0.61805,0.011025499999999999,0.732684,0.495701,-0.00663076,0.211993,0,-
-0.00261894,0.18555,0.179502,0.0157984,0.680162,0.518867,0.00010282,0.732286,-0.00394369,0.550523,0,-
-0.00867855,0.0322869,0.9631569999999999,0.999519,0.974303,-0.015033700000000002,0.609721,0.49983900000000003,-0.00879334,0.47329399999999994,0,-
0.00390613,0.941943,0.171254,0.6984100000000001,0.00739996,0.00155933,0.152922,0.947147,-0.00385193,0.9006200000000001,0,-
