var_0000, var_0001, var_0002, var_0003, var_0004, var_0005, var_0006, var_0007, var_0008, var_0009, var_0010, var_0011, var_0012, var_0013, var_0014, var_0015, var_0016, var_0017, var_0018, var_0019, var_0020, var_0021, var_0022, var_0023, var_0024, var_0025, var_0026, var_0027, var_0028, var_0029, var_0030, var_0031, var_0032, var_0033, var_0034, var_0035, var_0036, var_0037, var_0038, var_0039, var_0040, var_0041, var_0042, var_0043, var_0044, var_0045, var_0046, var_0047, var_0048, var_0049, is_anomaly,subspaces
0.010901000000000001,0.449193,0.8153779999999999,0.7157100000000001,-0.0172206,0.152311,-0.00088435,0.5185930000000001,0.78464,0.6320060000000001,0.686068,0.0112458,0.615901,0.860574,0.08789780000000001,0.235846,0.562605,0.41721099999999994,-0.00711762,0.00320347,0.011321600000000001,0.956968,0.671461,0.00633814,0.0904953,-0.00476251,0.19792300000000002,0.859993,0.422004,0.42795500000000003,0.712091,0.00431191,0.9402889999999999,0.370751,0.47461800000000004,-0.00278314,0.5684560000000001,0.540934,0.00631632,0.47031000000000006,0.27967,0.241587,0.016859,0.140654,0.708517,-0.00473554,0.767312,-0.00308359,0.576804,0.11324100000000001,0,-
0.800244,-0.00204767,0.6447430000000001,0.22205100000000003,0.635465,0.00855921,0.9150010000000001,-0.00406293,0.498586,0.24701199999999998,0.702345,0.605648,-0.0141114,0.9345540000000001,0.819842,0.5877640000000001,-0.021688299999999997,0.993668,0.991706,0.34126599999999996,-0.00812089,0.0109006,0.8774629999999999,0.407614,0.9722700000000001,0.833333,0.00461865,0.7810050000000001,0.285555,0.24698499999999998,0.8936870000000001,0.938314,0.00941968,0.20904699999999998,0.141197,0.011734399999999999,0.368026,0.312354,0.34970999999999997,0.622362,0.025891900000000002,-0.00627828,0.488702,0.011470000000000001,0.979872,0.011769100000000001,0.8443809999999999,0.336041,0.692855,0.00567266,0,-
0.342447,-0.00394397,0.249548,0.238432,0.00388188,0.665189,-0.0124633,0.181947,0.486212,0.49849899999999997,0.000988729,0.8571840000000001,0.266431,0.55861,0.27994,-0.00123319,0.054087800000000005,0.802573,0.968284,-0.00651865,0.811771,0.686051,0.9548110000000001,0.00971423,0.5763550000000001,-0.00183068,0.24955100000000002,0.776417,0.760297,0.00595411,0.5608270000000001,0.09311660000000001,0.581989,0.004887399999999999,-0.00820011,0.73568,0.34022800000000003,0.666704,0.552774,0.132352,0.20214100000000002,-0.00850231,-0.026095799999999995,0.551898,0.669586,0.00242624,0.21679400000000001,0.874519,0.793775,0.000648826,0,-
0.45045,0.00630061,0.734895,0.30389299999999997,-0.00604077,0.632648,0.378477,0.060040699999999995,0.0145469,0.0206062,0.37694099999999997,0.158435,0.35025,-0.00235155,0.0845717,0.720428,0.6056600000000001,-0.014995099999999999,0.135023,-0.0139736,0.48778299999999997,0.319129,-0.0112522,0.8679379999999999,0.17566600000000002,0.11058,0.327338,0.0158281,0.016587099999999997,0.0732265,0.00401069,0.136851,0.890763,0.9875360000000001,0.00722682,0.769696,0.932952,0.00339245,0.9529780000000001,0.133697,0.5791729999999999,0.998376,0.0198259,0.554813,0.14049,-0.0150446,0.0356119,0.0105366,0.5027689999999999,0.6331720000000001,0,-
0.760497,0.803162,0.8154710000000001,0.014913399999999999,0.08470789999999999,0.000735034,0.7491869999999999,0.371537,0.793722,0.00718003,0.275514,0.807828,0.7671,-0.00850964,0.47915,0.0952784,0.608217,0.183846,0.0014628,-0.00469162,0.734923,-0.0132968,0.379806,0.90856,0.41814399999999996,0.00301137,0.492307,0.9391379999999999,0.316605,0.388946,0.218572,-0.0070555999999999995,0.207419,0.544118,0.537246,-0.00452088,0.381131,0.112728,0.14515699999999998,0.858928,0.350483,0.00868179,0.289601,-0.000166618,0.8287760000000001,0.727636,0.0045031,0.00755725,0.615594,0.9723290000000001,0,-
0.0106755,0.562028,0.166243,0.011573,0.9463010000000001,0.00027131299999999997,0.522746,0.000277855,0.283368,0.5852649999999999,0.0172293,0.744336,0.45986499999999997,0.8924200000000001,0.451682,0.6836369999999999,0.00854363,0.41902799999999996,0.46301099999999995,0.00244446,0.883747,0.0751425,0.0104796,0.7068800000000001,0.438877,0.186042,0.00904927,0.311345,0.169768,0.057913099999999995,0.44484799999999997,0.071425,-0.00472293,0.384808,0.951017,0.00739845,0.805539,0.122137,-0.00580388,0.7743720000000001,0.44815200000000005,0.504017,0.816398,-0.00237293,-0.00910452,0.8878729999999999,0.985002,0.559793,-0.012794400000000001,0.9321450000000001,0,-
0.353626,0.13332,0.00412514,0.0872492,0.230868,-0.00730414,0.809114,0.00509735,0.822142,0.07457860000000001,0.40569099999999997,0.47358900000000004,0.254651,-0.0112057,0.167296,0.135712,0.883036,0.228266,-0.012030200000000001,0.000136083,0.0719499,0.5626359999999999,0.9330780000000001,0.0124432,0.00777256,0.133305,-0.00331885,0.131629,0.340875,0.798979,0.335073,0.318766,0.35408,0.010134899999999999,0.021474299999999998,0.274007,-0.00963347,0.517548,0.622269,0.0147632,0.5713590000000001,0.06896410000000001,-0.011982099999999999,0.626738,0.9905780000000001,-0.00919457,0.823299,0.0949676,0.016988299999999998,0.907684,0,-
0.000661432,0.0833674,0.37232,0.933838,0.851299,0.00956498,0.363716,0.290555,0.0008177389999999999,0.595263,0.275658,0.00923454,0.0967501,-0.011584299999999999,0.0586976,0.939566,0.803872,4.85646e-05,0.347839,-0.00113328,0.0492837,0.748875,0.729455,0.8947729999999999,0.0123069,0.31992,0.00816617,0.404426,0.7243310000000001,0.13125699999999998,0.8240270000000001,0.00779213,0.309269,0.520022,0.253309,-0.00116917,0.34773699999999996,0.9728629999999999,-0.00913537,0.217121,0.0789268,0.697047,0.279482,0.00795235,0.6454409999999999,0.893482,-0.00574125,0.220806,0.19409500000000002,0.00940024,0,-
0.9612379999999999,-0.0005042,0.120456,0.949867,0.918157,0.0114672,-0.039932199999999994,0.30751300000000004,0.595112,0.0442904,0.467776,0.848807,-0.00924583,0.360987,0.791244,0.0228241,0.5690689999999999,0.69443,0.9707120000000001,0.342713,-0.0155786,0.07874819999999999,0.816149,0.0392543,0.0145834,0.36413,0.9515290000000001,-0.00380228,0.221518,0.776857,0.00063111,0.22353800000000001,0.761779,0.426831,0.809753,0.9609979999999999,-0.00149837,0.313753,0.804604,0.45180699999999996,-0.00343413,0.840009,0.00689889,0.570671,0.012305,0.920162,0.875827,0.944775,0.000575726,0.609771,0,-
-0.00628976,0.455139,0.8802620000000001,0.806833,0.0823793,-0.00822729,0.182738,0.10250999999999999,0.268624,-0.0229875,0.43338000000000004,0.846,0.614459,-0.00191578,0.574188,0.10891700000000001,0.474757,-0.00861521,0.704708,0.0177855,0.5969300000000001,0.322785,0.170275,0.0102882,0.22990300000000002,0.5771069999999999,0.9424459999999999,-0.021293799999999998,0.7093619999999999,0.6324270000000001,0.237603,0.781084,0.19742,-0.00613048,-0.00691539,0.319497,0.338043,0.010874,0.903541,0.109733,0.804708,0.37929,0.96867,0.0114801,0.6632279999999999,-0.0121696,0.31553600000000004,0.018925400000000002,0.252621,0.863851,0,-
