var_0000, var_0001, var_0002, var_0003, var_0004, var_0005, var_0006, var_0007, var_0008, var_0009, var_0010, var_0011, var_0012, var_0013, var_0014, var_0015, var_0016, var_0017, var_0018, var_0019, var_0020, var_0021, var_0022, var_0023, var_0024, var_0025, var_0026, var_0027, var_0028, var_0029, is_anomaly,subspaces
0.6838,0.00726016,0.057264499999999996,0.130369,0.643315,0.00109167,0.178777,0.00535406,0.9160739999999999,0.554559,0.0036705999999999996,0.7337,0.20017100000000002,0.710152,0.658701,0.5633520000000001,0.9576450000000001,0.051838300000000004,0.270935,-0.00324058,0.609208,-0.00662666,0.661904,0.824224,-0.00173855,0.758185,0.612871,0.532324,0.00672205,0.6313770000000001,0,-
0.579747,0.516074,-0.00553167,0.7337,0.9920530000000001,-0.016636900000000003,0.134911,0.679963,-5.31989e-05,0.291195,0.237936,0.00848342,0.901225,0.176448,0.908458,0.611995,0.771284,0.701975,0.06304580000000001,0.00422271,0.0262923,0.130793,0.351382,0.0254872,-0.00543983,0.274862,0.20280499999999999,0.584836,-0.021214900000000002,0.796674,0,-
0.740794,0.568472,-0.00720085,0.405948,-0.00138073,0.894582,0.06730939999999999,0.416275,0.00978624,0.741492,0.0136769,0.659137,0.547453,0.732548,0.0731217,0.20639699999999997,0.00492048,0.371223,0.383573,0.9111879999999999,0.0770319,-0.00899439,0.14157,0.604243,0.0120308,0.24684,0.9023209999999999,0.00561741,0.5243260000000001,0.09940510000000001,0,-
0.731668,0.00499946,0.87764,0.519321,0.26040599999999997,-0.019883500000000002,0.0112444,0.0475048,0.536135,0.4881,0.8692719999999999,0.11901300000000001,0.129728,0.73755,0.011516,0.0147566,0.29049899999999995,0.25811100000000003,0.368725,-0.013433100000000002,0.0632026,-0.0178804,0.443637,0.15195799999999998,0.0105295,0.944126,0.14308099999999999,0.592264,0.0633275,-0.0123776,0,-
0.360177,0.017027200000000003,0.9430860000000001,0.311886,-0.011533499999999999,0.6322979999999999,0.32647800000000005,0.136121,0.16287100000000002,0.00513816,0.463243,0.217394,0.014568600000000001,0.7420770000000001,0.00787554,0.809843,0.926868,0.912352,0.47188900000000006,-0.00132165,0.925415,0.0156484,-0.00652969,0.34645,0.42111099999999996,0.327989,0.253896,-0.00580772,0.25850700000000004,0.505255,0,-
0.0322639,0.381365,0.010334200000000002,-0.0123623,0.7751520000000001,0.27374299999999996,0.679236,0.877999,0.87455,0.00613975,0.00271589,0.8219280000000001,0.415656,0.786445,0.427277,0.0163473,0.206773,0.9126559999999999,0.654522,0.5988479999999999,0.29429299999999997,-0.000186844,0.972133,0.574059,0.10732799999999999,0.00478733,0.959517,0.013121,0.09105419999999999,0.278319,0,-
-0.00920565,0.490159,0.418937,0.0343642,0.449593,0.00976364,-0.00519464,0.680772,0.758321,0.6947260000000001,0.00530618,0.32979200000000003,0.810787,0.709588,0.681203,0.810046,0.016961900000000002,0.8894719999999999,0.642566,0.353551,0.16507,-0.00044128300000000005,0.0968331,0.531572,0.123753,0.00574641,0.000313323,0.645282,0.690975,0.117129,0,-
0.974685,0.0123554,0.654103,0.00898965,0.49393000000000004,0.5696289999999999,0.61847,0.37502199999999997,0.397052,0.00565912,0.19792200000000001,0.00535387,0.182859,0.6886,0.521827,0.334563,-0.0135745,0.703647,0.195411,0.0761849,0.00218981,0.96316,0.366334,0.315411,0.00681403,0.159865,0.7507020000000001,0.0107764,0.577178,0.340267,0,-
0.9377979999999999,-0.0156757,0.521691,0.00262788,0.326508,0.8646950000000001,0.0173554,0.7549100000000001,0.727645,0.000252583,0.00137524,0.713043,0.00725464,0.291951,0.8650540000000001,0.0636587,0.201689,0.13122799999999998,0.0105551,0.553463,0.22209299999999998,-0.010492200000000002,0.372542,0.0104861,0.933158,0.60801,0.83491,0.142491,-0.00233126,0.5699029999999999,0,-
-0.0103846,0.326733,0.788979,0.0009433139999999999,0.976967,0.9322440000000001,0.7283850000000001,-0.00011253200000000001,0.977261,0.871065,0.0322987,0.452639,0.644358,0.0059032,0.763058,0.714025,0.612903,0.00369391,0.7458140000000001,0.350993,0.00103958,0.720065,0.0258971,0.44682299999999997,0.15906800000000001,0.8467620000000001,-0.00635579,0.507162,0.748861,0.845822,0,-
0.925323,0.7819189999999999,-0.00399559,0.00121272,0.641921,0.09341239999999999,0.20390999999999998,-0.0120485,0.76499,0.0339708,0.793291,0.986892,-0.00372298,0.390324,0.9876209999999999,0.788101,0.262333,0.628616,0.785864,-0.00301806,-0.00629532,0.737542,0.626161,0.6835100000000001,0.265982,-0.00490858,0.78596,0.60221,0.706559,0.00746992,0,-
0.00203428,0.628938,0.43965,0.9460280000000001,-0.020424900000000003,0.6321720000000001,0.219475,0.00257035,0.125568,0.86331,0.934184,0.7884439999999999,0.00777982,0.8372719999999999,0.125823,0.581216,0.49767100000000003,0.015065700000000001,0.6618470000000001,0.644388,0.9597889999999999,0.00224104,0.47166,0.645927,0.895337,-0.0199064,0.551014,0.36819,-0.000813272,0.597301,0,-
0.012039900000000001,0.23178400000000002,0.25453899999999996,0.006645900000000001,0.7181109999999999,0.121932,0.575634,0.605798,0.641324,0.00289603,0.732854,0.543875,0.752941,0.00217174,0.94178,0.8052060000000001,0.457424,0.565172,0.6492829999999999,-0.0278317,-0.023017199999999998,0.256927,0.40023600000000004,0.408914,0.00678141,0.906328,0.49049499999999996,0.641246,0.00166921,0.8322430000000001,0,-
0.00860912,0.00297517,0.757586,-0.00654432,0.350773,0.45529200000000003,0.25397,0.584028,0.535271,-0.00153943,0.779289,0.603642,0.8856209999999999,0.42813599999999996,-0.00302068,0.8882690000000001,0.780226,0.00369432,0.0704893,0.07347469999999999,-0.00695896,0.322264,0.983814,0.535065,0.44438999999999995,-0.0142438,0.720183,0.706465,0.8032239999999999,-0.00588993,0,-
0.00149377,0.179405,0.11473900000000001,0.0860607,-0.00948412,0.8449409999999999,0.78156,-0.00607901,0.756445,0.837392,0.933262,0.00680971,0.534237,0.9833049999999999,0.972642,-0.0100611,0.43263599999999997,0.15073599999999998,0.83747,0.964247,-0.0182739,0.399719,0.17078,0.105903,0.559688,0.00753132,0.736075,0.8789969999999999,0.233185,-0.0005633540000000001,0,-
-0.00493227,0.38299,0.607107,-0.00173436,0.060076599999999994,0.8810610000000001,0.763575,0.622089,0.695813,-0.00661658,0.0757219,0.696685,0.738171,0.143931,-0.00796241,0.0595304,0.54173,-0.013360200000000001,0.44381800000000005,0.609352,0.167828,0.00504285,0.248968,0.168355,0.7219899999999999,0.0121457,0.635834,0.29041500000000003,0.379051,0.00715753,0,-
0.0637168,0.11081600000000001,0.00103538,0.448877,-0.0195,0.9218299999999999,0.9986790000000001,-0.0117882,0.655846,0.8888969999999999,0.0906505,0.359619,0.828816,-0.015324100000000002,0.742995,0.742729,0.43611300000000003,-0.023031799999999998,0.027981799999999998,0.23982399999999998,-0.00236615,0.46945200000000004,0.24384,0.392904,0.0016152999999999999,0.34579499999999996,0.82815,0.614114,0.961675,0.00753129,0,-
-0.018010599999999998,0.92668,0.643574,-0.00654788,0.157153,0.307127,0.312344,0.37181,0.171878,-0.00235232,0.757089,0.389206,0.708017,-0.0128681,0.682905,0.9003209999999999,0.268739,-0.00658157,0.40325900000000003,0.179713,0.566948,0.00168625,0.16051400000000002,0.108168,-0.0158786,0.0371804,-0.013187799999999998,0.0663579,0.968572,0.595638,0,-
0.335565,0.0683819,0.00449487,0.138913,0.251342,0.0154047,0.787759,0.228963,0.316419,-0.00439948,0.164942,0.00200998,0.6872199999999999,0.700756,0.796838,0.000720414,0.545427,0.965585,0.139188,0.07496760000000001,0.00770411,0.598631,0.0486944,0.130224,-0.00433098,0.905919,0.08988689999999999,0.611647,0.012364700000000001,0.556195,0,-
0.174965,0.026250799999999998,0.7572369999999999,0.857483,0.020788099999999997,0.8773549999999999,0.231846,0.589638,0.291514,0.00012881,0.242788,0.481896,0.509754,0.00234654,0.89161,0.277887,0.06761260000000001,0.0118543,0.00962138,0.829824,0.117158,0.00993403,0.00291145,0.295698,0.911465,0.378237,-0.0126446,0.611541,0.23194099999999998,0.23936500000000002,0,-
0.8211229999999999,0.0142618,0.8297709999999999,0.697489,0.138427,-0.00171427,0.00595999,0.518588,0.4951,0.27026700000000003,0.262125,0.00338997,0.711594,0.405252,0.533706,0.015263800000000001,0.9506379999999999,0.760867,-0.0296492,0.13963699999999998,0.136326,0.00459661,0.461815,0.486588,-0.00377022,0.066213,0.57633,0.09334479999999999,0.00715925,0.503689,0,-
0.678384,0.30148,0.011569,-0.00604863,0.43517799999999995,0.5489999999999999,0.7627010000000001,0.501099,0.162166,-0.0132954,0.279926,0.57873,0.5266810000000001,0.305942,-0.00238836,0.509649,0.413257,0.254302,0.011554,0.541212,-0.0156137,0.6847260000000001,0.275796,0.0168879,0.331067,0.130934,0.0115649,0.43761000000000005,0.104254,0.368327,0,-
0.022487200000000002,0.817164,0.799646,-0.00503835,0.499327,0.7494430000000001,0.420245,0.760238,0.914774,0.00279018,0.155502,0.146714,0.333045,0.27439600000000003,0.00139576,0.248112,0.963865,0.648407,0.00682371,0.20547100000000001,0.23608,0.00927668,0.8528709999999999,0.6685479999999999,0.00556217,0.688389,-0.00708726,0.929651,0.499338,0.160044,0,-
0.908558,0.00133926,0.49553,0.7504069999999999,0.90397,0.00992418,0.317155,0.32584,0.175438,0.00559778,0.323998,0.7494890000000001,0.879325,0.010267,0.020800299999999997,0.00862075,0.360586,0.0993218,0.9275690000000001,0.64007,0.412872,0.00122592,0.317519,0.6068680000000001,0.514089,-0.004603800000000001,0.9940379999999999,0.04005619999999999,0.785013,0.00117593,0,-
0.44185,0.00603365,0.588993,0.6114310000000001,0.6244069999999999,-0.0161486,0.8255440000000001,0.156641,0.00607989,0.015291800000000001,0.609919,0.898124,0.8156770000000001,0.025810400000000004,0.398856,0.860491,0.112748,0.563709,0.8067439999999999,0.0035373000000000006,0.0201905,0.504367,0.135311,-0.00016661,0.913687,0.28573200000000004,0.571771,0.9600709999999999,0.436287,-0.0172699,0,-
0.8514379999999999,-0.00208254,0.29041,0.373877,-0.0161829,0.751888,0.00906414,0.0581044,0.263746,0.5535329999999999,0.00322732,0.462873,0.958518,0.9375899999999999,0.80555,0.111695,0.828744,-0.00328803,0.6492100000000001,0.849096,-0.00439669,0.329468,0.531729,0.602025,-0.00141687,0.46767,0.233553,0.00914569,-0.0005555730000000001,0.642368,0,-
0.6016090000000001,0.298625,-0.0129349,0.23167100000000002,0.97711,0.013840799999999999,0.00367932,0.6414300000000001,0.0526096,0.181404,0.201158,0.11875999999999999,-0.00979585,0.0665643,0.0946932,0.010420200000000001,0.085685,0.167147,0.328413,0.448797,-0.00276328,0.653542,0.41050200000000003,0.691833,-0.0236076,0.561659,0.102019,-0.00718834,0.203051,0.488163,0,-
0.617649,0.253209,-0.00263011,0.44550500000000004,0.00741071,0.044644199999999995,0.80167,0.00487948,0.411768,0.11839100000000001,0.589101,0.700797,-0.0121031,0.797611,0.128192,0.9575899999999999,0.055009800000000005,0.530459,0.270404,-0.000629994,-0.00455893,0.9209729999999999,0.651704,-0.00486225,0.8531209999999999,0.606988,0.714575,0.104433,0.9201,0.015481700000000001,0,-
-0.00960012,0.986509,0.458898,0.733193,-0.00713834,0.757776,0.319135,0.226712,-0.00648278,0.173105,0.7999229999999999,0.701008,0.673473,-0.0181299,0.259309,0.837866,0.5580189999999999,-0.00553089,0.24394699999999997,0.31251100000000004,0.00278918,0.8493930000000001,-0.0009014060000000001,0.0700723,0.589012,0.771001,0.0873221,0.0383947,0.40275,0.00821448,0,-
0.5635640000000001,0.364265,0.00327879,0.119999,0.00298581,0.69508,0.740772,-0.0100044,0.19372999999999999,0.335473,0.45323100000000005,0.0910465,-0.0013660999999999999,0.570535,0.79474,0.802312,-0.00595676,0.527338,0.6279560000000001,0.701018,-0.000831334,0.716688,0.33669499999999997,0.25042600000000004,0.00497249,0.347182,0.172126,0.9013329999999999,-0.00604013,0.975866,0,-
