var_0000,var_0001,var_0002,var_0003,var_0004,var_0005,var_0006,var_0007,var_0008,var_0009,var_0010,var_0011,var_0012,var_0013,var_0014,var_0015,var_0016,var_0017,var_0018,var_0019,var_0020,var_0021,var_0022,var_0023,var_0024,var_0025,var_0026,var_0027,var_0028,var_0029,var_0030,is_anomaly,__autogenerated_time,_OUTLIER,__REL_SUBSPACES
0.2419354820251465,0.4345420837402344,0.5958477401733399,0.4137931060791016,0.3449481201171875,0.28567331314086913,0.2168833541870117,0.2100690078735352,0.2777378463745117,0.3215935516357422,0.2771773719787597,0.2652596664428711,0.4864529418945313,0.23245649337768556,0.19058971405029296,0.06204546451568604,0.05359499454498291,0.16099653244018555,0.13725950241088866,0.17244136810302735,0.20988407135009765,0.39434722900390623,0.6209309387207032,0.3711760711669922,0.2733217430114746,0.2671831703186035,0.14035104751586913,0.2530671310424805,0.33680301666259765,0.21919967651367187,0.17112686157226562,0.0,0.0,0.0,-
0.483870964050293,0.4326982116699219,0.0,0.4618874740600586,0.33859352111816404,0.622830924987793,0.872621078491211,0.6854674530029297,0.7009232330322266,0.6414550018310546,0.6030938720703125,0.5545163726806641,0.1729440689086914,0.6131772232055664,0.4616072463989258,0.13111759185791014,0.3255917358398437,0.3220683288574219,0.31370248794555666,0.4216418075561523,0.4450448989868164,0.562584114074707,0.020079100131988527,0.6764105987548829,0.445049934387207,0.5706873321533203,0.6102077102661133,0.6002687454223633,0.9047108459472656,0.5984624481201172,0.4188639831542969,1.0,1.0,0.6794925847736545,[2 6 22] 0.7221461529969697; [2 22 6] 0.7180242162893051; [2 6 13] 0.7037810823892255; [2 23 10] 0.6993002076673465; [2 6 7] 0.6992761885044823; [2 6 10] 0.6991080624808708; [2 22 7] 0.6982053493079414; [2 22 23] 0.6978015879028057; [2 6 23] 0.697598467459042; [2 6 8] 0.6970579620454167; [2 6 26] 0.695530012896359; [2 22 10] 0.6938828963427179; [2 6 14] 0.6932576230300581; [2 22 26] 0.6929546804063496; [2 22 28] 0.6923692993532364; [2 10 13] 0.692359264372172; [2 6 29] 0.6920280729475248; [2 6 28] 0.6915652837650008; [2 6 11] 0.6913607168830196; [2 19 6] 0.6906321797571603; [2 6 9] 0.6897090589128088; [16 2 6] 0.6884222525685983; [2 10 14] 0.6883714046218251; [2 26 13] 0.6880094341573795; [2 6 27] 0.6879041665236245; [2 21 10] 0.6878668957705161; [1 2 6] 0.6873561494779972; [2 22 13] 0.6868632975002329; [2 21 6] 0.6859037583174574; [2 20 6] 0.6855292713297226; [2 5 6] 0.6848351590898247; [2 6 24] 0.6846487513853392; [2 22 8] 0.6843798966675252; [2 26 14] 0.6840725271127793; [2 10 11] 0.6835750546416459; [2 22 29] 0.6830623438308129; [2 13 30] 0.6822384665160806; [2 6 30] 0.6817230344025342; [0 2 6] 0.6810827532839479; [2 22 14] 0.6809899597303751; [2 22 27] 0.6808741617514932; [2 24 10] 0.6804884579466162; [17 2 6] 0.6803469341874149; [2 4 6] 0.6801917250779115; [2 3 6] 0.6799809657595757; [2 18 6] 0.6797132827626964; [2 6 25] 0.6792156795455291; [2 23 26] 0.6791716859961121; [2 22 9] 0.678887402693776; [2 22 24] 0.6785623946260058; [2 26 11] 0.6782598111415157; [18 2 6] 0.6774498389936331; [2 6 15] 0.6770494836557961; [2 10 26] 0.6768212608223498; [2 29 13] 0.6761532483803013; [2 21 22] 0.6757977336364631; [2 13 29] 0.6757232697326833; [2 7 29] 0.6746196159402269; [2 8 26] 0.6743411679298121; [0 2 22] 0.6741375673748355; [2 26 10] 0.673932344546457; [2 22 30] 0.6734855387483145; [2 19 10] 0.6731955311578898; [6 22 26] 0.6731538305736458; [2 19 22] 0.6725285445527222; [2 7 10] 0.6717715229609287; [2 14 30] 0.6717186804780948; [2 6 12] 0.6717052792025954; [2 22 11] 0.671664210041911; [2 7 26] 0.6711832341545036; [2 27 13] 0.6709077195620667; [2 28 13] 0.6707012979202809; [2 7 13] 0.6704582132137376; [2 23 30] 0.6700024305271889; [22 6 10] 0.6697760576175259; [22 6 26] 0.6697247345583669; [2 30 14] 0.6694872999763227; [0 2 7] 0.669264992444965; [2 20 22] 0.6690972032489658; [22 6 23] 0.6685975793547361; [2 9 13] 0.6685462660809408; [16 2 22] 0.6683267601810914; [6 22 7] 0.6681373055235185; [2 26 28] 0.6675855054356511; [2 23 9] 0.6673211987479677; [0 2 13] 0.6662640823125784; [2 27 11] 0.6659982565408868; [2 11 29] 0.6656302337456468; [2 8 29] 0.6653283972759716; [2 10 28] 0.6652572358299859; [2 29 14] 0.6650924848310712; [2 23 29] 0.664997284583363; [2 24 26] 0.6648844131596365; [2 9 14] 0.6643611114228617; [2 7 23] 0.6641765843267226; [2 19 26] 0.663417380820056; [2 3 10] 0.6629248529170187; [2 11 30] 0.6622479894721203; [22 23 10] 0.6620430731116345; [2 8 28] 0.6617931856127293;
0.9274193572998048,0.6404425048828125,0.24429065704345704,0.5952812957763672,0.5355856704711914,0.19202638626098634,0.2745430564880371,0.2520232391357422,0.3399303436279297,0.5918013763427734,0.20873065948486327,0.24095495223999025,0.0790856122970581,0.228828239440918,0.22568788528442385,0.12296666145324707,0.21196691513061525,0.16603944778442384,0.3776396179199219,0.4389658737182617,0.3444609069824219,0.5410498046875,0.13112260818481444,0.5030591583251953,0.4244307708740234,0.2622076988220215,0.2916389274597168,0.2769759750366211,0.6666794586181639,0.5458308792114258,0.2337006378173828,0.0,2.0,0.0,-
0.9838710021972656,0.028887522220611576,0.3460207748413086,0.051542649269104006,0.012973946332931521,0.96844970703125,0.8963632965087891,0.5397447967529296,0.4692907333374024,0.7442263031005859,1.0,0.1857002258300781,0.2527619552612305,0.18899974822998047,0.043839607238769535,0.2263640594482422,0.525040397644043,0.3437453079223633,0.3958235549926758,0.9851507568359374,0.7078357696533203,0.09286675453186036,0.29905689239501954,0.09360979080200196,0.01755574584007263,0.9090198516845704,0.809573974609375,0.5784541320800781,0.8744786071777344,1.0,0.7737111663818359,1.0,3.0,0.7779779276424954,[10 29 30] 0.8120477840286003; [5 10 29] 0.8111360852051155; [25 10 29] 0.8102732109140621; [0 10 29] 0.8061740197197095; [19 10 29] 0.8045855218841618; [10 26 29] 0.8035922334523136; [6 10 29] 0.8005196504394816; [26 10 29] 0.8001215553426009; [19 25 10] 0.7997670649575033; [19 10 30] 0.799476583014159; [20 10 29] 0.7957703540604113; [5 10 30] 0.7938147821664081; [24 10 29] 0.7918932506092569; [4 10 29] 0.7912665291079262; [10 28 29] 0.7910660253996368; [16 10 29] 0.790486882147856; [1 10 29] 0.7884225303672746; [5 10 26] 0.7877525630201319; [19 5 10] 0.7864328070832252; [23 10 29] 0.784500386268598; [5 26 10] 0.7840772153268737; [10 13 29] 0.7839974108667876; [5 29 30] 0.7838850628637586; [9 10 29] 0.7836206148149725; [10 29 13] 0.7835751683812026; [0 5 10] 0.7827258611402218; [17 10 29] 0.7823759758994173; [10 29 15] 0.7821313549370599; [22 10 29] 0.7820221910305876; [10 29 14] 0.7819090538872818; [8 10 29] 0.7818810625472314; [10 26 30] 0.7818325473515537; [10 27 29] 0.7815974870934583; [0 10 30] 0.7810901140501606; [18 10 29] 0.7807635855019693; [25 10 30] 0.7807275982979025; [7 10 29] 0.7805751016222875; [0 19 10] 0.780157996453546; [19 29 30] 0.7799668942820326; [21 10 29] 0.7791902270434197; [3 10 29] 0.7789034131104884; [19 25 29] 0.7788247386193946; [19 26 10] 0.7786315682769651; [19 10 26] 0.7777643841527845; [10 12 29] 0.7776657250321184; [0 25 10] 0.7776134215043886; [5 25 10] 0.777305351936336; [1 19 10] 0.7770587076532153; [5 6 10] 0.7768909228431075; [10 11 29] 0.7764158416601725; [6 10 30] 0.7760048139050457; [2 10 29] 0.7753183141993386; [9 10 30] 0.7749457303700282; [20 10 30] 0.7745232697654721; [25 29 30] 0.7742832872522288; [6 25 10] 0.7740875416521014; [26 10 30] 0.7740774157194936; [19 6 10] 0.7738967725611922; [5 25 29] 0.7737365436730906; [19 4 10] 0.7730345566934245; [19 20 10] 0.7726009410248837; [0 5 29] 0.7719370835497379; [4 5 10] 0.7716010039701316; [0 26 10] 0.7710799148755725; [1 10 30] 0.7706473748366197; [19 5 29] 0.7704688988063106; [5 26 29] 0.7702836795222086; [20 25 10] 0.7696350853786298; [16 5 10] 0.7690113359461777; [3 10 30] 0.768963041540148; [19 10 28] 0.7685437425870159; [3 5 10] 0.7684166753285275; [10 28 30] 0.7683669914857366; [0 6 10] 0.7681499711846916; [19 25 30] 0.7676272871477382; [9 25 10] 0.767472726166418; [25 9 10] 0.7672777427230116; [0 16 10] 0.7669180043257481; [26 29 30] 0.7668357876832592; [16 10 30] 0.766750096514078; [19 3 10] 0.7665118287300937; [5 9 10] 0.7665005782185855; [0 10 26] 0.7663155736819791; [10 27 30] 0.7662101148754922; [24 10 30] 0.7661543840193045; [3 19 10] 0.7659378368315475; [16 0 10] 0.7655835606281725; [25 10 26] 0.7655323990185352; [18 10 30] 0.7655193949455399; [0 25 29] 0.7654874289252813; [4 10 30] 0.7653719622234324; [1 5 10] 0.7653461538853131; [6 29 30] 0.7651737371605679; [5 6 29] 0.76481755046325; [10 12 30] 0.7646756310895364; [25 26 10] 0.7645765546287007; [0 19 29] 0.76451932743104; [8 10 30] 0.764474085782508; [6 25 29] 0.764331419947913; [19 5 30] 0.7639811940055555;
0.20967741012573246,0.5740626907348633,0.13702422142028808,0.5735027313232421,0.4953399658203125,0.3632582855224609,0.3269266891479492,0.43200435638427737,0.4643153381347656,0.2892609786987305,0.1818181800842285,0.3466650390625,0.13346492767333984,0.3533437728881836,0.2663819122314453,0.3099813842773437,0.13481136322021486,0.3457775115966797,0.4011027526855469,0.1842445945739746,0.3510851669311523,0.4351727294921875,0.0,0.4561522674560547,0.3142655181884766,0.3944132614135743,0.15266864776611327,0.3281094741821289,0.5109257125854492,0.15750049591064452,0.14259477615356445,0.0,4.0,0.0,-
0.6129032135009765,0.1106330680847168,0.16989620208740233,0.11524500846862792,0.07471933841705322,0.6300014495849611,0.41775012969970704,0.3535574340820313,0.3115152931213379,0.3966512680053711,0.4532740020751953,0.1193083953857422,0.1203795051574707,0.15222230911254886,0.055825967788696286,0.1794610595703125,0.17588809967041014,0.2609513854980469,0.24624589920043946,0.18767133712768555,0.35099800109863283,0.11978466033935548,0.11256464958190918,0.15091773986816406,0.06630534172058106,0.63039306640625,0.3658425140380859,0.5025392150878907,0.5430714416503907,0.3784742736816406,0.4123048782348633,0.0,5.0,0.0,-
0.4758064651489258,0.4935464096069336,0.31937715530395505,0.4764065170288086,0.39737342834472655,0.2280223655700684,0.2926323699951172,0.241596736907959,0.3802863693237304,0.24191686630249026,0.1572367000579834,0.20594388961791996,0.15323633193969727,0.2011214637756348,0.1563524341583252,0.03639813184738159,0.1264554500579834,0.08490139961242676,0.2389136505126953,0.11228297233581544,0.2474505424499512,0.4733064270019531,0.2671128654479981,0.4588714981079102,0.3195675849914551,0.23093326568603514,0.28389076232910154,0.2399783515930176,0.6245838165283203,0.2288586616516113,0.2674143981933594,0.0,6.0,0.0,-
0.6129032135009765,0.16963737487792968,0.361591682434082,0.16606170654296876,0.11454140663146972,0.6300014495849611,0.4463915634155273,0.1729804801940918,0.21858587265014648,0.5127020645141601,0.5140919876098633,0.2397858810424805,0.3231239318847656,0.22289106369018555,0.1224131679534912,0.21564838409423828,0.17916799545288087,0.10492247581481934,0.2729352378845215,0.13284343719482422,0.3769720077514648,0.189322566986084,0.3489504241943359,0.17335145950317382,0.11455418586730955,0.5934323501586914,0.3147840881347656,0.2127536964416504,0.4845203018188477,0.3215060043334961,0.3939393997192383,0.0,7.0,0.0,-
0.9516129302978515,0.1259987735748291,0.3958477401733399,0.1415608024597168,0.08377462387084961,0.750466079711914,0.5545505905151367,0.40196613311767576,0.40477638244628905,0.6016166305541992,0.500953598022461,0.0692222499847412,0.2037314224243164,0.10332316398620606,0.03420416593551636,0.10764852523803713,0.2161058235168457,0.18508203506469725,0.2078249740600586,0.2579195785522461,0.23202301025390626,0.11888739585876465,0.4277456665039063,0.1434398365020752,0.06810215473175049,0.6282607269287109,0.4855417251586914,0.4493988037109375,0.6773946380615234,0.5545042419433593,0.3421225357055664,0.0,8.0,0.0,-
0.6048387145996094,0.09280884742736817,0.4726643753051758,0.10952813148498536,0.06052742958068848,0.6256991195678709,0.7294139862060547,0.5047415542602539,0.3599977874755859,0.416859130859375,0.6819241333007813,0.06386906147003174,0.3938043212890625,0.07306011199951172,0.0329459285736084,0.1574675941467285,0.5062200927734375,0.5004516220092774,0.2682426071166992,0.19052696228027344,0.78384033203125,0.10094212532043458,0.7304533386230468,0.08531611442565917,0.05988394260406494,0.7348780822753906,1.0,0.943281936645508,0.7347977447509766,0.552138786315918,1.0,1.0,9.0,0.7598820895053544,[26 27 30] 0.8067264583962592; [10 26 30] 0.7880232378992389; [26 10 30] 0.7879929592113399; [20 26 30] 0.7865514963371227; [17 26 30] 0.7817662961624252; [10 27 30] 0.7815676514166311; [22 26 30] 0.7800215034555718; [6 26 30] 0.7794890272527848; [26 13 30] 0.7788929385219607; [20 27 30] 0.7786215136080374; [25 26 30] 0.778551939069935; [9 26 30] 0.7779425805676159; [5 26 30] 0.7755606024538096; [26 11 30] 0.775056092063628; [4 26 30] 0.7742562262882451; [26 12 30] 0.7742523976705309; [0 26 30] 0.7741754316611749; [25 27 30] 0.7739288528615786; [3 26 30] 0.7738007215568515; [26 28 30] 0.7737679744463699; [1 26 30] 0.7735684626874844; [2 26 30] 0.7735556674946145; [26 29 30] 0.7728912883227437; [22 27 30] 0.772713436459639; [16 26 30] 0.7724720739695152; [16 27 30] 0.7721361262239692; [0 27 30] 0.7719761499254558; [23 26 30] 0.7715330026781648; [19 26 30] 0.7700271998877461; [1 27 30] 0.7680762289063667; [26 14 30] 0.7678785706878565; [24 26 30] 0.7671648366769457; [7 26 30] 0.7670564347514164; [27 12 30] 0.7668630609654239; [4 27 30] 0.766821444186674; [21 26 30] 0.7666936377955763; [9 27 30] 0.7665733146229495; [26 30 14] 0.7663317015718447; [5 27 30] 0.766107609848327; [26 30 15] 0.7656167386620588; [23 27 30] 0.7654845946339335; [17 27 30] 0.7650866024526295; [11 27 30] 0.7648728411694918; [27 29 30] 0.7647688268760322; [8 26 30] 0.7647435965228752; [27 14 30] 0.7644595981119313; [27 11 30] 0.7633049171232311; [19 27 30] 0.7632477956148109; [27 13 30] 0.7619500243284913; [27 28 30] 0.7608095816351049; [18 27 30] 0.7602129069518452; [21 27 30] 0.7601695809053461; [3 27 30] 0.7593978895426149; [6 27 30] 0.7592931878243776; [8 27 30] 0.7589763343144342; [18 26 30] 0.7589663771578404; [24 27 30] 0.7589632735847827; [7 27 30] 0.7588866424423355; [2 27 30] 0.7584873185955666; [27 30 15] 0.7578657546999537; [27 30 14] 0.7576211517970257; [22 10 30] 0.7535555603774697; [26 10 27] 0.7532504651735661; [20 22 30] 0.7531118430789501; [20 26 27] 0.7528173076078454; [10 26 27] 0.7517161454492727; [20 10 30] 0.7511425009044249; [10 29 30] 0.7510778152817772; [0 26 27] 0.7487181360157774; [10 12 30] 0.7477520805382539; [20 13 30] 0.7475847075042008; [25 26 27] 0.7473612628411754; [17 10 30] 0.747146015540237; [10 28 30] 0.7463362941587096; [6 10 30] 0.7462334267362525; [22 26 27] 0.7453420810961562; [0 10 30] 0.7446857301514529; [25 10 30] 0.7426499023931794; [1 20 30] 0.7423290070299366; [9 10 30] 0.7420345311038717; [16 10 30] 0.7419571276061373; [18 20 30] 0.7417990277338914; [6 26 27] 0.7417733642039487; [10 13 30] 0.7417226906429878; [20 23 30] 0.7415350984248412; [6 22 30] 0.7410979772621442; [1 10 30] 0.7408796751957446; [16 26 27] 0.7407753125052235; [10 11 30] 0.7406420923334441; [19 10 30] 0.7404154792582625; [5 10 30] 0.7404144799241206; [26 27 28] 0.7396161527446281; [20 25 30] 0.7396101820077806; [17 20 30] 0.7386724990627409; [20 9 30] 0.7385975288584744; [19 20 30] 0.7384033992763822; [20 29 30] 0.7381763547929283; [20 4 30] 0.7378318997339356; [23 26 27] 0.737503852420194; [17 26 27] 0.7373682600545839;
